route_id,agency_id,route_short_name,route_long_name,route_type,route_url
1074000000191,74,,SJ Regionaltåg,102,
1074000000192,74,,SJ Regionaltåg,102,
1074000000193,74,,SJ Regionaltåg,102,
1074000000194,74,,SJ Regionaltåg,102,
1074000000195,74,,SJ Snabbtåg X2000,101,
1074000000196,74,,SJ Snabbtåg X2000,101,
1074000000197,74,,SJ Snabbtåg X2000,101,
1074000000198,74,,SJ Snabbtåg X2000,101,
1074000000199,74,,SJ Snabbtåg X2000,101,
1074000000206,74,,SJ Snabbtåg SJ3000,101,
1074000000207,74,,SJ Snabbtåg SJ3000,101,
1074000000208,74,,SJ Snabbtåg SJ3000,101,
1074000000209,74,,SJ Snabbtåg SJ3000,101,
1074000000210,74,,SJ Snabbtåg SJ3000,101,
1074000000211,74,,SJ Snabbtåg SJ3000,101,
1074000000212,74,,SJ Snabbtåg SJ3000,101,
1074000000213,74,,SJ Snabbtåg SJ3000,101,
1074000000214,74,,SJ InterCity,102,
1074000000215,74,,SJ InterCity,102,
1074000000216,74,,SJ InterCity,102,
1074000000217,74,,SJ InterCity,102,
1074000000218,74,,SJ Snabbtåg SJ3000,101,
1074000000219,74,,SJ Snabbtåg SJ3000,101,
1074000000220,74,,SJ Snabbtåg X2000,101,
1074000000221,74,,SJ Snabbtåg X2000,101,
1074000000222,74,,SJ Snabbtåg X2000,101,
1074000000223,74,,SJ Snabbtåg SJ3000,101,
1074000000224,74,,SJ Snabbtåg SJ3000,101,
1074000000225,74,,SJ Snabbtåg X2000,101,
1074000000226,74,,SJ Snabbtåg SJ3000,101,
1074000000227,74,,SJ Snabbtåg SJ3000,101,
1074000000228,74,,SJ Snabbtåg SJ3000,101,
1074000000229,74,,SJ Snabbtåg SJ3000,101,
1074000000230,74,,SJ Snabbtåg SJ3000,101,
1074000000231,74,,SJ Snabbtåg SJ3000,101,
1074000000232,74,,SJ Snabbtåg SJ3000,101,
1074000000233,74,,SJ Snabbtåg SJ3000,101,
1074000000234,74,,SJ Snabbtåg SJ3000,101,
1074000000235,74,,SJ Snabbtåg X2000,101,
1074000000236,74,,SJ Snabbtåg SJ3000,101,
1074000000237,74,,SJ Regionaltåg,102,
1074000000262,74,,SJ Regionaltåg,102,
1074000000263,74,,SJ Regionaltåg,102,
1074000000264,74,,SJ Regionaltåg,102,
1074000000265,74,,SJ Regionaltåg,102,
1074000000266,74,,SJ Regionaltåg,102,
1074000000267,74,,SJ Regionaltåg,102,
1074000000268,74,,SJ Regionaltåg,102,
1074000000269,74,,SJ Regionaltåg,102,
1074000000270,74,,SJ Regionaltåg,102,
1074000000271,74,,SJ Regionaltåg,102,
1074000000272,74,,SJ Regionaltåg,102,
1074000000273,74,,SJ Regionaltåg,102,
1074000000274,74,,SJ Regionaltåg,102,
1074000000275,74,,SJ Regionaltåg,102,
1074000000276,74,,SJ Regionaltåg,102,
1074000000277,74,,SJ Regionaltåg,102,
1074000000278,74,,SJ Regionaltåg,102,
1074000000279,74,,SJ Regionaltåg,102,
1074000000280,74,,SJ Regionaltåg,102,
1074000000281,74,,SJ Regionaltåg,102,
1074000000282,74,,SJ Regionaltåg,102,
1074000000283,74,,SJ Regionaltåg,102,
1074000000284,74,,SJ Regionaltåg,102,
1074000000285,74,,SJ Regionaltåg,102,
1074000000286,74,,SJ Regionaltåg,102,
1074000000287,74,,SJ Regionaltåg,102,
1074000000288,74,,SJ Regionaltåg,102,
1074000000289,74,,SJ Regionaltåg,102,
1074000000290,74,,SJ Regionaltåg,102,
1074000000291,74,,SJ Regionaltåg,102,
1074000000292,74,,SJ Regionaltåg,102,
1074000000293,74,,SJ Regionaltåg,102,
1074000000294,74,,SJ Regionaltåg,102,
1074000000295,74,,SJ Regionaltåg,102,
1074000000296,74,,SJ Regionaltåg,102,
1074000000297,74,,SJ Regionaltåg,102,
1074000000298,74,,SJ Regionaltåg,102,
1074000000299,74,,SJ Regionaltåg,102,
1074000000300,74,,SJ Regionaltåg,102,
1074000000301,74,,SJ Regionaltåg,102,
1074000000302,74,,SJ Regionaltåg,102,
1074000000303,74,,SJ Regionaltåg,102,
1074000000304,74,,SJ Regionaltåg,102,
1074000000305,74,,SJ Regionaltåg,102,
1074000000306,74,,SJ Regionaltåg,102,
1074000000307,74,,SJ Regionaltåg,102,
1074000000308,74,,SJ Regionaltåg,102,
1074000000309,74,,SJ Regionaltåg,102,
1074000000310,74,,SJ Regionaltåg,102,
1074000000311,74,,SJ Regionaltåg,102,
1074000000312,74,,SJ Regionaltåg,102,
1074000000313,74,,SJ Regionaltåg,102,
1074000000314,74,,SJ Regionaltåg,102,
1074000000315,74,,SJ Regionaltåg,102,
1074000000316,74,,SJ Regionaltåg,102,
1074000000317,74,,SJ Regionaltåg,102,
1074000000318,74,,SJ Regionaltåg,102,
1074000000319,74,,SJ Regionaltåg,102,
1074000000320,74,,SJ Regionaltåg,102,
1074000000321,74,,SJ Regionaltåg,102,
1074000000322,74,,SJ Regionaltåg,102,
1074000000323,74,,SJ Regionaltåg,102,
1074000000324,74,,SJ Regionaltåg,102,
1074000000325,74,,SJ Regionaltåg,102,
1074000000326,74,,SJ Regionaltåg,102,
1074000000327,74,,SJ Regionaltåg,102,
1074000000328,74,,SJ Regionaltåg,102,
1074000000343,74,,SJ Nattåg,102,
1074000000344,74,,SJ Nattåg,102,
1074000000345,74,,SJ Regionaltåg,102,
1074000000346,74,,SJ Regionaltåg,102,
1074000000347,74,,SJ Snabbtåg X2000,101,
1074000000348,74,,SJ Snabbtåg X2000,101,
1074000000349,74,,SJ Snabbtåg X2000,101,
1074000000350,74,,SJ Snabbtåg X2000,101,
1074000000351,74,,SJ Snabbtåg X2000,101,
1074000000352,74,,SJ Snabbtåg X2000,101,
1074000000353,74,,SJ Snabbtåg X2000,101,
1074000000354,74,,SJ Snabbtåg X2000,101,
1074000000355,74,,SJ Snabbtåg X2000,101,
1074000000356,74,,SJ Snabbtåg X2000,101,
1074000000357,74,,SJ Snabbtåg X2000,101,
1074000000358,74,,SJ Snabbtåg X2000,101,
1074000000361,74,,SJ Regionaltåg,102,
1074000000362,74,,SJ Regionaltåg,102,
1074000000363,74,,SJ Regionaltåg,102,
1074000000364,74,,SJ Regionaltåg,102,
1074000000365,74,,SJ Regionaltåg,102,
1074000000366,74,,SJ Regionaltåg,102,
1074000000367,74,,SJ Regionaltåg,102,
1074000000368,74,,SJ Regionaltåg,102,
1074000000369,74,,SJ Regionaltåg,102,
1074000000370,74,,SJ Regionaltåg,102,
1074000000371,74,,SJ Regionaltåg,102,
1074000000372,74,,SJ Regionaltåg,102,
1074000000373,74,,SJ Snabbtåg X2000,101,
1074000000374,74,,SJ Snabbtåg X2000,101,
1074000000375,74,,SJ Snabbtåg X2000,101,
1074000000376,74,,SJ Snabbtåg X2000,101,
1074000000377,74,,SJ Snabbtåg X2000,101,
1074000000378,74,,SJ Snabbtåg X2000,101,
1074000000379,74,,SJ Snabbtåg X2000,101,
1074000000380,74,,SJ Snabbtåg X2000,101,
1074000000381,74,,SJ Snabbtåg X2000,101,
1074000000382,74,,SJ Snabbtåg X2000,101,
1074000000383,74,,SJ Snabbtåg X2000,101,
1074000000384,74,,SJ Snabbtåg X2000,101,
1074000000385,74,,SJ Snabbtåg X2000,101,
1074000000386,74,,SJ Snabbtåg X2000,101,
1074000000387,74,,SJ Snabbtåg X2000,101,
1074000000388,74,,SJ Snabbtåg X2000,101,
1074000000389,74,,SJ Snabbtåg X2000,101,
1074000000390,74,,SJ Snabbtåg X2000,101,
1074000000391,74,,SJ Snabbtåg X2000,101,
1074000000392,74,,SJ Snabbtåg X2000,101,
1074000000401,74,,SJ Regionaltåg,102,
1074000000402,74,,SJ Regionaltåg,102,
1074000000407,74,,SJ Snabbtåg X2000,101,
1074000000408,74,,SJ Snabbtåg X2000,101,
1074000000409,74,,SJ Snabbtåg X2000,101,
1074000000410,74,,SJ Snabbtåg X2000,101,
1074000000411,74,,SJ Snabbtåg X2000,101,
1074000000412,74,,SJ Snabbtåg X2000,101,
1074000000413,74,,SJ Snabbtåg SJ3000,101,
1074000000414,74,,SJ Snabbtåg X2000,101,
1074000000415,74,,SJ Snabbtåg X2000,101,
1074000000416,74,,SJ Snabbtåg X2000,101,
1074000000417,74,,SJ Snabbtåg X2000,101,
1074000000418,74,,SJ Snabbtåg X2000,101,
1074000000419,74,,SJ Snabbtåg SJ3000,101,
1074000000420,74,,SJ Snabbtåg X2000,101,
1074000000421,74,,SJ Snabbtåg X2000,101,
1074000000422,74,,SJ Snabbtåg X2000,101,
1074000000423,74,,SJ Snabbtåg X2000,101,
1074000000424,74,345,,102,
1074000000425,74,13401,,102,
1074000000426,74,346,,102,
1074000000427,74,13402,,102,
1074000000428,74,,SJ Snabbtåg SJ3000,101,
1074000000429,74,,SJ Snabbtåg X2000,101,
1074000000430,74,,SJ Snabbtåg X2000,101,
1074000000431,74,,SJ Snabbtåg X2000,101,
1074000000432,74,,SJ Snabbtåg X2000,101,
1074000000433,74,,SJ Snabbtåg X2000,101,
1074000000434,74,,SJ Snabbtåg X2000,101,
1074000000435,74,,SJ Snabbtåg X2000,101,
1074000000436,74,,SJ Snabbtåg X2000,101,
1074000000437,74,,SJ Snabbtåg X2000,101,
1074000000438,74,,SJ Snabbtåg X2000,101,
1074000000439,74,,SJ Snabbtåg X2000,101,
1074000000440,74,,SJ Snabbtåg X2000,101,
1074000000441,74,,SJ Snabbtåg X2000,101,
1074000000442,74,,SJ Snabbtåg X2000,101,
1074000000443,74,,SJ Snabbtåg X2000,101,
1074000000444,74,,SJ Snabbtåg X2000,101,
1074000000445,74,,SJ Snabbtåg X2000,101,
1074000000446,74,,SJ Snabbtåg X2000,101,
1074000000447,74,,SJ Snabbtåg X2000,101,
1074000000448,74,,SJ Snabbtåg X2000,101,
1074000000449,74,,SJ Snabbtåg X2000,101,
1074000000451,74,,SJ Snabbtåg SJ3000,101,
1074000000452,74,,SJ Snabbtåg SJ3000,101,
1074000000453,74,,SJ Snabbtåg SJ3000,101,
1074000000454,74,,SJ Snabbtåg SJ3000,101,
1074000000455,74,,SJ Snabbtåg X2000,101,
1074000000456,74,,SJ Snabbtåg SJ3000,101,
1074000000457,74,,SJ Snabbtåg SJ3000,101,
1074000000458,74,,SJ Snabbtåg SJ3000,101,
1074000000459,74,,SJ Snabbtåg SJ3000,101,
1074000000460,74,,SJ Snabbtåg SJ3000,101,
1074000000461,74,,SJ Snabbtåg X2000,101,
1074000000462,74,,SJ Snabbtåg SJ3000,101,
1074000000463,74,,SJ Snabbtåg SJ3000,101,
1074000000464,74,,SJ Snabbtåg SJ3000,101,
1074000000465,74,,SJ Snabbtåg SJ3000,101,
1074000000466,74,,SJ Snabbtåg SJ3000,101,
1074000000467,74,,SJ Snabbtåg SJ3000,101,
1074000000468,74,,SJ Snabbtåg SJ3000,101,
1074000000469,74,,SJ Snabbtåg SJ3000,101,
1074000000470,74,,SJ Snabbtåg SJ3000,101,
1074000000471,74,,SJ Snabbtåg SJ3000,101,
1074000000472,74,,SJ Snabbtåg SJ3000,101,
1074000000473,74,,SJ Snabbtåg SJ3000,101,
1074000000474,74,,SJ Snabbtåg SJ3000,101,
1074000000475,74,,SJ Snabbtåg SJ3000,101,
1074000000476,74,,SJ Snabbtåg X2000,101,
1074000000477,74,,SJ Snabbtåg SJ3000,101,
1074000000478,74,,SJ Snabbtåg SJ3000,101,
1074000000479,74,,SJ Snabbtåg SJ3000,101,
1074000000481,74,,SJ Nattåg,102,
1074000000482,74,,SJ Snabbtåg SJ3000,101,
1074000000483,74,,SJ Snabbtåg SJ3000,101,
1074000000484,74,,SJ Nattåg,102,
1074000000485,74,,SJ Nattåg,102,
1074000000486,74,,SJ Nattåg,102,
1074000000487,74,,SJ Nattåg,102,
1074000000488,74,,SJ InterCity,102,
1074000000489,74,,SJ Snabbtåg X2000,101,
1074000000490,74,,SJ Snabbtåg SJ3000,101,
1074000000491,74,,SJ Snabbtåg SJ3000,101,
1074000000496,74,,SJ InterCity,102,
1074000000497,74,,SJ Regionaltåg,102,
1074000000498,74,,SJ Regionaltåg,102,
1074000000499,74,,SJ Regionaltåg,102,
1074000000500,74,,SJ Regionaltåg,102,
1074000000501,74,,SJ Regionaltåg,102,
1074000000502,74,,SJ Regionaltåg,102,
1074000000503,74,,SJ Regionaltåg,102,
1074000000504,74,,SJ Regionaltåg,102,
1074000000505,74,,SJ Regionaltåg,102,
1074000000506,74,,SJ Regionaltåg,102,
1074000000507,74,,SJ Regionaltåg,102,
1074000000508,74,,SJ Regionaltåg,102,
1074000000509,74,,SJ Regionaltåg,102,
1074000000510,74,,SJ Regionaltåg,102,
1074000000511,74,,SJ Regionaltåg,102,
1074000000512,74,,SJ Regionaltåg,102,
1074000000513,74,,SJ Regionaltåg,102,
1074000000514,74,,SJ Regionaltåg,102,
1074000000515,74,,SJ Regionaltåg,102,
1074000000516,74,,SJ Regionaltåg,102,
1074000000517,74,,SJ Regionaltåg,102,
1074000000518,74,,SJ Regionaltåg,102,
1074000000519,74,,SJ Regionaltåg,102,
1074000000520,74,,SJ Regionaltåg,102,
1074000000521,74,,SJ Regionaltåg,102,
1074000000522,74,,SJ Regionaltåg,102,
1074000000523,74,,SJ Regionaltåg,102,
1074000000524,74,,SJ Regionaltåg,102,
1074000000525,74,,SJ Regionaltåg,102,
1074000000526,74,,SJ Regionaltåg,102,
1074000000527,74,,SJ Regionaltåg,102,
1074000000528,74,,SJ Regionaltåg,102,
1074000000529,74,,SJ Regionaltåg,102,
1074000000530,74,,SJ Regionaltåg,102,
1074000000531,74,,SJ Regionaltåg,102,
1074000000532,74,,SJ Regionaltåg,102,
1074000000533,74,,SJ Regionaltåg,102,
1074000000534,74,,SJ Regionaltåg,102,
1074000000535,74,,SJ Regionaltåg,102,
1074000000536,74,,SJ Regionaltåg,102,
1074000000539,74,,SJ Snabbtåg X2000,101,
1074000000540,74,,SJ Snabbtåg X2000,101,
1074000000541,74,,SJ Snabbtåg X2000,101,
1074000000542,74,,SJ Snabbtåg X2000,101,
1074000000543,74,,SJ Snabbtåg X2000,101,
1074000000544,74,,SJ Snabbtåg X2000,101,
1074000000545,74,,SJ Snabbtåg X2000,101,
1074000000546,74,,SJ Snabbtåg X2000,101,
1074000000547,74,,SJ Snabbtåg X2000,101,
1074000000548,74,,SJ Snabbtåg X2000,101,
1074000000549,74,,SJ Snabbtåg X2000,101,
1074000000550,74,,SJ InterCity,102,
1074000000551,74,,SJ InterCity,102,
1074000000552,74,,SJ InterCity,102,
1074000000553,74,,SJ InterCity,102,
1074000000554,74,,SJ InterCity,102,
1074000000555,74,,SJ InterCity,102,
1074000000556,74,,SJ InterCity,102,
1074000000557,74,,SJ InterCity,102,
1074000000558,74,,SJ InterCity,102,
1074000000559,74,,SJ InterCity,102,
1074000000560,74,,SJ InterCity,102,
1074000000561,74,,SJ InterCity,102,
1074000000562,74,,SJ InterCity,102,
1074000000563,74,,SJ InterCity,102,
1074000000564,74,,SJ InterCity,102,
1074000000567,74,,SJ Regionaltåg,102,
1074000000568,74,,SJ Regionaltåg,102,
1074000000569,74,,SJ Regionaltåg,102,
1074000000570,74,,SJ Regionaltåg,102,
1074000000571,74,,SJ Regionaltåg,102,
1074000000572,74,,SJ Regionaltåg,102,
1074000000573,74,,SJ Regionaltåg,102,
1074000000574,74,,SJ Regionaltåg,102,
1074000000575,74,,SJ Regionaltåg,102,
1074000000576,74,,SJ Regionaltåg,102,
1074000000577,74,,SJ Regionaltåg,102,
1074000000578,74,,SJ Regionaltåg,102,
1074900000001,74,71,,102,
1074900000002,74,70,,102,
1074900000003,74,77,,102,
1074900000004,74,74,,102,
1074900000005,74,67,,102,
1074900000006,74,,SJ Nattåg,102,
1074900000007,74,,SJ Nattåg,102,
1074900000008,74,2,,102,
1074900000009,74,,SJ Nattåg,102,
1074900000010,74,1,,102,
1074900000011,74,,SJ Nattåg,102,
1074900000012,74,,SJ Nattåg,102,
1074900000013,74,,SJ Nattåg,102,
1074900000014,74,,SJ Nattåg,102,
1076000200015,76,383,,102,
1076000200016,76,385,,102,
1076000200017,76,387,,102,
1076000200018,76,389,,102,
1076000200019,76,393,,102,
1076000200020,76,395,,102,
1076000200021,76,397,,102,
1076000200022,76,391,,102,
1076000200023,76,382,,102,
1076000200024,76,384,,102,
1076000200025,76,386,,102,
1076000200026,76,388,,102,
1076000200027,76,390,,102,
1076000200028,76,392,,102,
1076000200029,76,394,,102,
1076000200030,76,396,,102,
1076000200031,76,398,,102,
1253000000016,253,,Östgötapendeln,106,
1253000000017,253,,Östgötapendeln,106,
1253000000018,253,,Östgötapendeln,106,
1253000000019,253,,Östgötapendeln,106,
1253000000020,253,,Östgötapendeln,106,
1253000000021,253,,Östgötapendeln,106,
1253000000022,253,,Östgötapendeln,106,
1253000000023,253,,Östgötapendeln,106,
1253000000024,253,,Östgötapendeln,106,
1253000000025,253,,Östgötapendeln,106,
1253000000026,253,,Östgötapendeln,106,
1253000000027,253,,Östgötapendeln,106,
1253000000028,253,,Östgötapendeln,106,
1253000000029,253,,Östgötapendeln,106,
1253000000030,253,,Östgötapendeln,106,
1253000000031,253,,Östgötapendeln,106,
1253000000032,253,,Östgötapendeln,106,
1253000000033,253,,Östgötapendeln,106,
1253000000034,253,,Östgötapendeln,106,
1253000000035,253,,Östgötapendeln,106,
1253000000036,253,,Östgötapendeln,106,
1253000000037,253,,Östgötapendeln,106,
1253000000038,253,,Östgötapendeln,106,
1253000000039,253,,Östgötapendeln,106,
1253000000040,253,,Östgötapendeln,106,
1253000000041,253,,Östgötapendeln,106,
1253000000042,253,,Östgötapendeln,106,
1253000000043,253,,Östgötapendeln,106,
1253000000044,253,,Östgötapendeln,106,
1253000000045,253,,Östgötapendeln,106,
1253000000046,253,,Östgötapendeln,106,
1253000000047,253,,Östgötapendeln,106,
1253000000048,253,,Östgötapendeln,106,
1253000000049,253,,Östgötapendeln,106,
1253000000050,253,,Östgötapendeln,106,
1253000000051,253,,Östgötapendeln,106,
1253000000052,253,,Östgötapendeln,106,
1253000000053,253,,Östgötapendeln,106,
1253000000054,253,,Östgötapendeln,106,
1253000000055,253,,Östgötapendeln,106,
1253000000056,253,,Östgötapendeln,106,
1253000000057,253,,Östgötapendeln,106,
1253000000058,253,,Östgötapendeln,106,
1253000000059,253,,Östgötapendeln,106,
1253000000060,253,,Östgötapendeln,106,
1253000000061,253,,Östgötapendeln,106,
1253000000062,253,,Östgötapendeln,106,
1253000000063,253,,Östgötapendeln,106,
1253000000064,253,,Östgötapendeln,106,
1253000000065,253,,Östgötapendeln,106,
1253000000066,253,,Östgötapendeln,106,
1253000000067,253,,Östgötapendeln,106,
1253000000068,253,,Östgötapendeln,106,
1253000000069,253,,Östgötapendeln,106,
1253000000070,253,,Östgötapendeln,106,
1253000000071,253,,Östgötapendeln,106,
1253000000072,253,,Östgötapendeln,106,
1253000000073,253,,Östgötapendeln,106,
1253000000074,253,,Östgötapendeln,106,
1253000000075,253,,Östgötapendeln,106,
1253000000076,253,,Östgötapendeln,106,
1253000000077,253,,Östgötapendeln,106,
1253000000078,253,,Östgötapendeln,106,
1253000000079,253,,Östgötapendeln,106,
1253000000080,253,,Östgötapendeln,106,
1253000000081,253,,Östgötapendeln,106,
1253000000082,253,,Östgötapendeln,106,
1253000000083,253,,Östgötapendeln,106,
1253000000084,253,,Östgötapendeln,106,
1253000000085,253,,Östgötapendeln,106,
1253000000086,253,,Östgötapendeln,106,
1253000000087,253,,Östgötapendeln,106,
1253000000088,253,,Östgötapendeln,106,
1253000000089,253,,Östgötapendeln,106,
1253000000090,253,,Östgötapendeln,106,
1253000000091,253,,Östgötapendeln,106,
1253000000092,253,,Östgötapendeln,106,
1253000000093,253,,Östgötapendeln,106,
1253000000094,253,,Östgötapendeln,106,
1253000000095,253,,Östgötapendeln,106,
1253000000096,253,,Östgötapendeln,106,
1253000000097,253,,Östgötapendeln,106,
1253000000098,253,,Östgötapendeln,106,
1253000000099,253,,Östgötapendeln,106,
1253000000100,253,,Östgötapendeln,106,
1253000000101,253,,Östgötapendeln,106,
1253000000102,253,,Östgötapendeln,106,
1253000000103,253,,Östgötapendeln,106,
1253000000104,253,,Östgötapendeln,106,
1253000000105,253,,Östgötapendeln,106,
1253000000106,253,,Östgötapendeln,106,
1253000000107,253,,Östgötapendeln,106,
1253000000108,253,,Östgötapendeln,106,
1253000000109,253,,Östgötapendeln,106,
1253000000110,253,,Östgötapendeln,106,
1253000000111,253,,Östgötapendeln,106,
1253000000112,253,,Östgötapendeln,106,
1253000000113,253,,Östgötapendeln,106,
1253000000114,253,,Östgötapendeln,106,
1253000000115,253,,Östgötapendeln,106,
1253000000116,253,,Östgötapendeln,106,
1253000000117,253,,Östgötapendeln,106,
1253000000118,253,,Östgötapendeln,106,
1253000000119,253,,Östgötapendeln,106,
1253000000120,253,,Östgötapendeln,106,
1253000000121,253,,Östgötapendeln,106,
1253000000122,253,,Östgötapendeln,106,
1253000000123,253,,Östgötapendeln,106,
1253000000124,253,,Östgötapendeln,106,
1253000000125,253,,Östgötapendeln,106,
1253000000126,253,,Östgötapendeln,106,
1253000000127,253,,Östgötapendeln,106,
1253000000128,253,,Östgötapendeln,106,
1253000000129,253,,Östgötapendeln,106,
1253000000130,253,,Östgötapendeln,106,
1253000000131,253,,Östgötapendeln,106,
1253000000132,253,,Östgötapendeln,106,
1253000000133,253,,Östgötapendeln,106,
1253000000134,253,,Östgötapendeln,106,
1253000000135,253,,Östgötapendeln,106,
1253000000136,253,,Östgötapendeln,106,
1253000000137,253,,Östgötapendeln,106,
1253000000138,253,,Östgötapendeln,106,
1253000000139,253,,Östgötapendeln,106,
1253000000140,253,,Östgötapendeln,106,
1253000000141,253,,Östgötapendeln,106,
1253000000142,253,,Östgötapendeln,106,
1253000000143,253,,Östgötapendeln,106,
1253000000144,253,,Östgötapendeln,106,
1253000000145,253,,Östgötapendeln,106,
1253000000146,253,,Östgötapendeln,106,
1253000000147,253,,Östgötapendeln,106,
1253000000148,253,,Östgötapendeln,106,
1253000000149,253,,Östgötapendeln,106,
1253000000150,253,,Östgötapendeln,106,
1253000000151,253,,Östgötapendeln,106,
1253000000152,253,,Östgötapendeln,106,
1253000000153,253,,Östgötapendeln,106,
1254000000029,254,,Krösatåg,106,
1254000000030,254,,Krösatåg,106,
1254000000031,254,,Krösatåg,106,
1254000000032,254,,Krösatåg,106,
1254000000033,254,,Krösatåg,106,
1254000000034,254,,Krösatåg,106,
1254000000035,254,,Krösatåg,106,
1254000000036,254,,Krösatåg,106,
1254000000037,254,,Krösatåg,106,
1254000000038,254,,Krösatåg,106,
1254000000039,254,,Krösatåg,106,
1254000000040,254,,Krösatåg,106,
1254000000041,254,,Krösatåg,106,
1254000000042,254,,Krösatåg,106,
1254000000043,254,,Krösatåg,106,
1254000000044,254,,Krösatåg,106,
1254000000045,254,,Krösatåg,106,
1254000000046,254,,Krösatåg,106,
1254000000047,254,,Krösatåg,106,
1254000000048,254,,Krösatåg,106,
1254000000051,254,,Krösatåg,106,
1254000000052,254,,Krösatåg,106,
1254000000053,254,,Krösatåg,106,
1254000000054,254,,Krösatåg,106,
1254000000055,254,,Krösatåg,106,
1254000000056,254,,Krösatåg,106,
1254000000057,254,,Krösatåg,106,
1254000000058,254,,Krösatåg,106,
1254000000059,254,,Krösatåg,106,
1254000000060,254,,Krösatåg,106,
1254000000061,254,,Krösatåg,106,
1254000000062,254,,Krösatåg,106,
1254000000063,254,,Krösatåg,106,
1254000000064,254,,Krösatåg,106,
1254000000065,254,,Krösatåg,106,
1254000000066,254,,Krösatåg,106,
1254000000067,254,,Krösatåg,106,
1254000000068,254,,Krösatåg,106,
1254000000069,254,,Krösatåg,106,
1254000000070,254,,Krösatåg,106,
1254000000071,254,,Krösatåg,106,
1254000000072,254,,Krösatåg,106,
1254000000073,254,,Krösatåg,106,
1254000000074,254,,Krösatåg,106,
1254000000075,254,,Krösatåg,106,
1254000000076,254,,Krösatåg,106,
1254000000077,254,,Krösatåg,106,
1254000000078,254,,Krösatåg,106,
1254000000079,254,,Krösatåg,106,
1254000000080,254,,Krösatåg,106,
1254000000081,254,,Krösatåg,106,
1254000000082,254,,Krösatåg,106,
1254000000083,254,,Krösatåg,106,
1254000000084,254,,Krösatåg,106,
1254000000085,254,,Krösatåg,106,
1254000000086,254,,Krösatåg,106,
1254000000087,254,,Krösatåg,106,
1254000000088,254,,Krösatåg,106,
1254000000089,254,,Krösatåg,106,
1254000000090,254,,Krösatåg,106,
1254000000091,254,,Krösatåg,106,
1254000000092,254,,Krösatåg,106,
1254000000093,254,,Krösatåg,106,
1254000000094,254,,Krösatåg,106,
1254000000095,254,,Krösatåg,106,
1254000000096,254,,Krösatåg,106,
1254000000097,254,,Krösatåg,106,
1254000000098,254,,Krösatåg,106,
1254000000099,254,,Krösatåg,106,
1254000000100,254,,Krösatåg,106,
1254000000101,254,,Krösatåg,106,
1254000000102,254,,Krösatåg,106,
1254000000103,254,,Krösatåg,106,
1254000000104,254,,Krösatåg,106,
1254000000105,254,,Krösatåg,106,
1254000000106,254,,Krösatåg,106,
1254000000107,254,,Krösatåg,106,
1254000000108,254,,Krösatåg,106,
1254000000109,254,,Krösatåg,106,
1254000000110,254,,Krösatåg,106,
1254000000111,254,,Krösatåg,106,
1254000000112,254,,Krösatåg,106,
1254000000113,254,,Krösatåg,106,
1254000000114,254,,Krösatåg,106,
1254000000115,254,,Krösatåg,106,
1254000000116,254,,Krösatåg,106,
1254000000117,254,,Krösatåg,106,
1254000000118,254,,Krösatåg,106,
1254000000119,254,,Krösatåg,106,
1254000000120,254,,Krösatåg,106,
1254000000121,254,,Krösatåg,106,
1254000000122,254,,Krösatåg,106,
1254000000123,254,,Krösatåg,106,
1254000000124,254,,Krösatåg,106,
1254000000125,254,,Krösatåg,106,
1254000000126,254,,Krösatåg,106,
1254000000127,254,,Krösatåg,106,
1254000000128,254,,Krösatåg,106,
1254000000129,254,,Krösatåg,106,
1254000000130,254,,Krösatåg,106,
1254000000131,254,,Krösatåg,106,
1254000000132,254,,Krösatåg,106,
1254000000133,254,,Krösatåg,106,
1254000000134,254,,Krösatåg,106,
1254000000135,254,,Krösatåg,106,
1254000000136,254,,Krösatåg,106,
1254000000137,254,,Krösatåg,106,
1254000000138,254,,Krösatåg,106,
1254000000139,254,,Krösatåg,106,
1254000000140,254,,Krösatåg,106,
1254000000141,254,,Krösatåg,106,
1254000000142,254,,Krösatåg,106,
1254000000143,254,,Krösatåg,106,
1254000000144,254,,Krösatåg,106,
1254000000177,254,,Krösatåg,106,
1254000000178,254,,Krösatåg,106,
1254000000179,254,,Krösatåg,106,
1254000000180,254,,Krösatåg,106,
1254000000181,254,,Krösatåg,106,
1254000000182,254,,Krösatåg,106,
1254000000183,254,,Krösatåg,106,
1254000000184,254,,Krösatåg,106,
1254000000185,254,,Krösatåg,106,
1254000000186,254,,Krösatåg,106,
1254000000187,254,,Krösatåg,106,
1254000000188,254,,Krösatåg,106,
1254000000189,254,,Krösatåg,106,
1254000000190,254,,Krösatåg,106,
1254000000191,254,,Krösatåg,106,
1254000000192,254,,Krösatåg,106,
1254000000193,254,,Krösatåg,106,
1254000000194,254,,Krösatåg,106,
1254000000195,254,,Krösatåg,106,
1254000000196,254,,Krösatåg,106,
1254000000197,254,,Krösatåg,106,
1254000000198,254,,Krösatåg,106,
1254000000199,254,,Krösatåg,106,
1254000000200,254,,Krösatåg,106,
1254000000201,254,,Krösatåg,106,
1254000000202,254,,Krösatåg,106,
1254000000203,254,,Krösatåg,106,
1254000000204,254,,Krösatåg,106,
1254000000205,254,,Krösatåg,106,
1254000000206,254,,Krösatåg,106,
1254000000207,254,,Krösatåg,106,
1254000000208,254,,Krösatåg,106,
