route_id,technical_route_number
1253000000057,null
1253000000058,null
1253000000059,null
1253000000060,null
1253000000061,null
1253000000062,null
1253000000063,null
1253000000064,null
1253000000065,null
1253000000066,null
1253000000067,null
1253000000068,null
1253000000069,null
1253000000070,null
1253000000071,null
1253000000072,null
1253000000073,null
1253000000074,null
1253000000075,null
1253000000076,null
1253000000077,null
1253000000078,null
1253000000079,null
1253000000080,null
1253000000081,null
1253000000082,null
1253000000083,null
1253000000084,null
1253000000085,null
1253000000086,null
1253000000087,null
1253000000088,null
1253000000089,null
1253000000090,null
1253000000091,null
1253000000092,null
1253000000093,null
1253000000094,null
1253000000095,null
1253000000096,null
1253000000097,null
1253000000098,null
1253000000099,null
1253000000100,null
1253000000101,null
1253000000102,null
1253000000103,null
1253000000104,null
1253000000105,null
1253000000106,null
1253000000107,null
1253000000108,null
1253000000109,null
1253000000110,null
1253000000111,null
1253000000112,null
1253000000113,null
1253000000114,null
1253000000115,null
1253000000116,null
1253000000117,null
1253000000118,null
1253000000119,null
1253000000120,null
1253000000121,null
1253000000122,null
1253000000123,null
1253000000124,null
1253000000125,null
1253000000126,null
1253000000127,null
1253000000128,null
1253000000129,null
1253000000130,null
1253000000131,null
1253000000132,null
1253000000133,null
1253000000134,null
1253000000135,null
1253000000136,null
1253000000137,null
1253000000138,null
1253000000139,null
1253000000140,null
1253000000141,null
1253000000142,null
1253000000143,null
1253000000144,null
1253000000145,null
1253000000146,null
1253000000147,null
1253000000148,null
1253000000149,null
1253000000150,null
1253000000151,null
1253000200001,2
1253000300001,3
1253003000001,30
1253003900001,39
1253004000001,40
1253004600001,46
1253005000001,50
1253005200001,52
1253006500001,65
1253007000001,70
1253007100001,71
1253007200001,72
1253007400001,74
1253007500001,75
1253011000001,110
1253011100001,111
1253011200001,112
1253011300001,113
1253012000001,120
1253012100001,121
1253012900001,129
1253012900002,129
1253014100001,141
1253018100001,181
1253018200001,182
1253019100001,191
1253020100001,201
1253020200001,202
1253020300001,203
1253020400001,204
1253020500001,205
1253020600001,206
1253021000001,210
1253021100001,211
1253021200001,212
1253021300001,213
1253021400001,214
1253021500001,215
1253021600001,216
1253021700001,217
1253021800001,218
1253022000001,220
1253022100001,221
1253022200001,222
1253022600001,226
1253023200001,232
1253024000001,240
1253024100001,241
1253024300001,243
1253024900001,249
1253025000001,250
1253025000002,250
1253025000003,250
1253028700001,287
1253029000001,290
1253030100001,301
1253030200001,302
1253030300001,303
1253030400001,304
1253030500001,305
1253030800001,308
1253030900001,309
1253031000001,310
1253035400001,354
1253035500001,355
1253041000001,410
1253041200001,412
1253041400001,414
1253041500001,415
1253041500002,415
1253041500003,415
1253041600001,416
1253041700001,417
1253041700002,417
1253041700003,417
1253042000001,420
1253042100001,421
1253042100002,421
1253042100003,421
1253042900001,429
1253044000001,440
1253044000002,440
1253044000003,440
1253044400001,444
1253045000001,450
1253045200001,452
1253046000001,460
1253046400001,464
1253047000001,470
1253047100001,471
1253047100002,471
1253047100003,471
1253048000001,480
1253048200001,482
1253048200002,482
1253048200003,482
1253048400001,484
1253048600001,486
1253048600002,486
1253048600003,486
1253051300001,513
1253051300002,513
1253051300003,513
1253052000001,520
1253052100001,521
1253052200001,522
1253052300001,523
1253052600001,526
1253053000001,530
1253053500001,535
1253053500002,535
1253053500003,535
1253053800001,538
1253053800002,538
1253053800003,538
1253053900001,539
1253053900002,539
1253053900003,539
1253054000001,540
1253054300001,543
1253054500001,545
1253054600001,546
1253055200001,552
1253055200002,552
1253055200003,552
1253055500001,555
1253055500002,555
1253055500003,555
1253055500004,555
1253056600001,566
1253056600002,566
1253056600003,566
1253057100001,571
1253057200001,572
