area_id,stop_id
740000612,612
740000613,613
740000615,615
740000616,616
740000619,619
740000620,620
740000620,71302
740000622,622
740000622,11008
740000622,12112
740000623,623
740000623,9752
740000624,624
740000625,625
740000626,626
740000627,627
740000628,628
740000630,630
740000630,46514
740000630,47183
740000630,71172
740000631,631
740000632,632
740000633,633
740000635,635
740000636,636
740000637,637
740000638,638
740000638,70784
740000639,639
740000640,640
740000641,641
740000642,642
740000643,643
740000644,644
740000645,645
740000646,646
740000647,647
740000648,648
740000649,649
740000650,650
740000651,651
740000653,653
740000654,654
740000655,655
740000656,656
740000657,657
740000658,658
740000659,659
740000660,660
740000660,3005
740000661,661
740000662,662
740000663,663
740000664,664
740000665,665
740000666,666
740000667,667
740000668,668
740000669,669
740000670,670
740000671,671
740000672,672
740000673,673
740000674,674
740000675,675
740000676,676
740000677,677
740000678,678
740000679,679
740000680,680
740000681,681
740000682,682
740000683,683
740000683,47178
740000684,684
740000685,685
740000686,59207
740000687,687
740000687,11032
740000688,688
740000689,689
740000690,690
740000692,692
740000693,693
740000693,11899
740000694,694
740000694,58589
740000695,695
740000697,697
740000698,698
740000699,699
740000701,701
740000701,11423
740000702,702
740000702,11870
740000703,703
740000703,9748
740000704,704
740000704,46513
740000704,47186
740000704,71174
740000705,705
740000705,12743
740000706,706
740000706,11676
740000707,707
740000708,59152
740000709,709
740000709,12703
740000710,710
740000710,12104
740000711,711
740000712,712
740000712,10797
740000713,713
740000713,10518
740000713,11576
740000714,714
740000715,715
740000715,10374
740000716,716
740000716,12211
740000717,717
740000717,9494
740000718,718
740000718,10702
740000719,719
740000721,721
740000721,12578
740000722,722
740000723,723
740000725,725
740000726,726
740000727,727
740000727,12706
740000727,12978
740000730,730
740000732,732
740000734,734
740000735,735
740000736,736
740000737,737
740000738,738
740000739,739
740000739,10700
740000740,740
740000740,10646
740000740,11952
740000742,742
740000744,744
740000745,745
740000746,746
740000747,747
740000748,748
740000748,9709
740000749,749
740000750,750
740000751,751
740000751,9501
740000753,753
740000755,755
740000756,756
740000757,757
740000758,758
740000758,12553
740000759,759
740000759,12000
740000759,12001
740000759,12746
740000759,60049
740000760,760
740000761,761
740000762,762
740000763,763
740000764,764
740000764,10680
740000765,765
740000767,767
740000769,769
740000770,770
740000770,58784
740000771,24373
740000771,771
740000772,772
740000772,9299
740000773,773
740000773,10703
740000774,774
740000774,9323
740000775,775
740000775,11099
740000776,776
740000776,11039
740000777,777
740000777,12223
740000778,778
740000779,779
740000779,11884
740000779,12142
740000779,12732
740000781,781
740000781,12139
740000782,782
740000782,12646
740000783,783
740000783,10514
740000784,784
740000785,785
740000786,786
740000787,787
740000787,12036
740000788,788
740000788,11942
740000789,789
740000789,11017
740000790,790
740000790,11027
740000791,791
740000791,12403
740000793,70352
740000794,69995
740000795,70450
740000796,70024
740000798,70319
740000799,69866
740000800,800
740000802,802
740000803,803
740000805,805
740000806,806
740000808,808
740000811,811
740000813,813
740000814,814
740000815,815
740000816,59189
740000818,818
740000819,819
740000820,820
740000821,821
740000822,822
740000828,828
740000829,829
740000830,830
740000831,831
740000832,832
740000833,833
740000834,834
740000835,835
740000836,836
740000837,837
740000838,838
740000839,839
740000839,58585
740000841,841
740000842,842
740000843,843
740000844,844
740000845,845
740000846,846
740000847,847
740000847,17766
740000848,848
740000849,849
740000850,850
740000852,852
740000853,853
740000855,855
740000856,856
740000857,857
740000858,858
740000859,859
740000860,860
740000861,861
740000862,862
740000863,863
740000865,865
740000866,866
740000867,867
740000868,868
740000869,869
740000870,870
740000871,871
740000872,872
740000873,873
740000874,874
740000875,875
740000876,876
740000877,877
740000878,878
740000879,879
740000880,880
740000881,881
740000882,882
740000883,883
740000885,885
740000886,886
740000887,887
740000888,888
740000892,892
740000893,893
740000895,895
740000901,901
740000903,903
740000904,904
740000906,906
740000907,907
740000909,909
740000910,910
740000913,913
740000917,917
740000918,918
740000919,919
740000921,921
740000922,922
740000923,923
740000924,924
740000926,926
740000927,927
740000928,928
740000929,929
740000930,930
740000932,932
740000933,933
740000934,934
740000935,935
740000936,936
740000937,937
740000938,938
740000939,939
740000940,940
740000941,941
740000942,942
740000943,943
740000944,944
740000945,945
740000946,946
740000947,947
740000948,948
740000949,949
740000950,950
740000951,951
740000952,952
740000953,953
740000954,954
740000955,955
740000956,956
740000957,957
740000958,958
740000959,959
740000960,960
740000961,961
740000962,59158
740000963,963
740000964,964
740000965,965
740000966,966
740000967,967
740000968,59172
740000969,969
740000973,973
740000974,974
740000976,976
740000977,977
740000977,71301
740000978,978
740000980,980
740000981,981
740000982,982
740000984,984
740000985,985
740000986,986
740000987,987
740000989,989
740000995,995
740000996,996
740000997,997
740000998,998
740000999,999
740001000,1000
740001001,1001
740001002,1002
740001003,1003
740001004,1004
740001005,1005
740001005,18310
740001006,1006
740001007,1007
740001008,1008
740001009,1009
740001010,1010
740001011,1011
740001012,1012
740001013,1013
740001014,1014
740001015,1015
740001016,1016
740001017,1017
740001018,1018
740001020,1020
740001020,12957
740001021,1021
740001021,12976
740001022,1022
740001023,1023
740001024,1024
740001025,1025
740001026,1026
740001027,1027
740001028,1028
740001029,1029
740001030,1030
740001033,1033
740001034,1034
740001035,1035
740001036,1036
740001036,12870
740001037,1037
740001038,1038
740001038,11948
740001038,12313
740001039,1039
740001040,1040
740001041,1041
740001042,1042
740001043,1043
740001044,1044
740001045,1045
740001047,1047
740001048,1048
740001049,1049
740001050,1050
740001051,1051
740001052,1052
740001052,11962
740001053,1053
740001054,1054
740001055,1055
740001057,1057
740001058,1058
740001059,1059
740001060,1060
740001061,1061
740001062,1062
740001063,1063
740001064,1064
740001065,1065
740001067,70487
740001068,1068
740001069,1069
740001070,1070
740001071,1071
740001072,1072
740001073,1073
740001075,1075
740001076,1076
740001077,1077
740001078,1078
740001079,1079
740001080,1080
740001081,1081
740001082,1082
740001083,1083
740001084,1084
740001085,1085
740001086,1086
740001088,1088
740001089,1089
740001090,1090
740001091,1091
740001092,1092
740001093,1093
740001095,1095
740001096,1096
740001097,1097
740001098,1098
740001100,1100
740001101,1101
740001102,1102
740001103,1103
740001104,1104
740001105,1105
740001105,12784
740001106,1106
740001107,1107
740001109,1109
740001110,1110
740001111,70425
740001113,1113
740001114,1114
740001115,1115
740001116,1116
740001117,1117
740001118,1118
740001120,1120
740001121,1121
740001122,1122
740001123,1123
740001124,70579
740001125,1125
740001127,1127
740001128,1128
740001129,1129
740001129,34029
740001130,1130
740001131,1131
740001132,1132
740001133,1133
740001134,1134
740001135,1135
740001136,1136
740001137,1137
740001138,1138
740001139,1139
740001140,1140
740001142,1142
740001143,1143
740001144,1144
740001145,1145
740001146,1146
740001147,1147
740001148,1148
740001149,1149
740001150,1150
740001150,11900
740001151,1151
740001152,1152
740001153,1153
740001153,11028
740001153,12412
740001154,1154
740001154,11581
740001154,11824
740001155,1155
740001156,1156
740001157,1157
740001158,70369
740001159,1159
740001160,1160
740001161,1161
740001163,1163
740001164,1164
740001166,1166
740001167,1167
740001167,12216
740001168,1168
740001169,1169
740001170,1170
740001171,1171
740001173,1173
740001174,1174
740001175,1175
740001176,1176
740001177,1177
740001178,1178
740001179,1179
740001180,1180
740001181,1181
740001182,1182
740001183,1183
740001184,1184
740001186,1186
740001187,1187
740001188,1188
740001189,1189
740001190,1190
740001191,1191
740001192,1192
740001193,1193
740001194,1194
740001198,1198
740001199,1199
740001200,1200
740001202,1202
740001203,1203
740001204,1204
740001205,1205
740001206,1206
740001206,39164
740001207,1207
740001208,1208
740001209,1209
740001210,1210
740001213,1213
740001214,1214
740001215,1215
740001216,1216
740001218,1218
740001219,1219
740001220,65366
740001221,1221
740001222,1222
740001223,1223
740001225,1225
740001226,1226
740001230,1230
740001230,31817
740001231,1231
740001232,1232
740001233,1233
740001234,1234
740001235,1235
740001236,1236
740001237,1237
740001238,1238
740001239,1239
740001240,1240
740001242,1242
740001243,1243
740001246,1246
740001247,10655
740001247,1247
740001248,1248
740001249,1249
740001250,1250
740001251,1251
740001252,1252
740001253,1253
740001254,1254
740001255,1255
740001256,1256
740001257,1257
740001257,24964
740001258,65651
740001259,1259
740001260,1260
740001261,1261
740001262,69953
740001264,1264
740001265,1265
740001266,1266
740001267,1267
740001268,1268
740001269,1269
740001270,1270
740001271,70680
740001272,1272
740001273,1273
740001275,1275
740001276,1276
740001276,12518
740001277,1277
740001278,1278
740001279,1279
740001280,1280
740001281,1281
740001282,1282
740001283,1283
740001284,1284
740001285,1285
740001286,1286
740001287,1287
740001288,1288
740001290,1290
740001291,1291
740001292,1292
740001293,1293
740001294,1294
740001297,1297
740001298,1298
740001299,1299
740001300,1300
740001301,1301
740001302,1302
740001303,1303
740001303,11591
740001303,12020
740001305,1305
740001307,1307
740001308,1308
740001309,1309
740001309,12856
740001310,1310
740001311,1311
740001312,1312
740001312,12830
740001313,1313
740001314,1314
740001315,1315
740001316,1316
740001318,1318
740001318,19114
740001319,70442
740001320,1320
740001321,1321
740001322,70676
740001323,1323
740001324,1324
740001325,1325
740001326,1326
740001327,1327
740001328,70192
740001329,1329
740001330,1330
740001331,1331
740001332,1332
740001333,1333
740001334,1334
740001335,1335
740001336,1336
740001337,1337
740001338,1338
740001339,1339
740001340,1340
740001341,1341
740001342,1342
740001343,1343
740001345,1345
740001348,1348
740001349,1349
740001349,12979
740001350,1350
740001351,1351
740001352,1352
740001353,1353
740001354,1354
740001355,1355
740001356,1356
740001357,1357
740001358,1358
740001359,1359
740001360,1360
740001361,1361
740001362,1362
740001363,1363
740001365,1365
740001366,1366
740001367,1367
740001368,1368
740001370,1370
740001371,1371
740001373,1373
740001374,1374
740001375,1375
740001375,69481
740001376,63280
740001377,1377
740001378,1378
740001379,1379
740001380,1380
740001381,70087
740001382,1382
740001383,1383
740001385,1385
740001387,1387
740001388,1388
740001389,1389
740001390,1390
740001391,69896
740001392,69882
740001394,1394
740001394,12865
740001395,1395
740001396,1396
740001397,1397
740001398,1398
740001398,34219
740001399,1399
740001400,70252
740001402,70078
740001403,1403
740001404,1404
740001405,1405
740001406,1406
740001408,1408
740001410,1410
740001411,1411
740001412,1412
740001413,1413
740001414,1414
740001415,1415
740001417,1417
740001419,1419
740001420,1420
740001421,1421
740001422,1422
740001423,1423
740001424,1424
740001425,1425
740001426,1426
740001428,1428
740001429,1429
740001432,59176
740001433,59183
740001436,59786
740001437,59198
740001440,1440
740001441,1441
740001443,59153
740001444,1444
740001446,1446
740001447,1447
740001448,1448
740001449,1449
740001450,1450
740001451,1451
740001452,1452
740001453,1453
740001455,1455
740001456,1456
740001457,1457
740001459,1459
740001460,1460
740001462,1462
740001463,1463
740001465,1465
740001466,1466
740001467,1467
740001468,1468
740001469,1469
740001470,1470
740001471,1471
740001472,1472
740001473,1473
740001474,1474
740001475,1475
740001477,1477
740001478,1478
740001479,1479
740001480,1480
740001481,1481
740001482,1482
740001483,59221
740001484,1484
740001485,1485
740001486,1486
740001487,1487
740001489,1489
740001490,1490
740001492,1492
740001493,1493
740001494,1494
740001495,1495
740001496,1496
740001497,1497
740001498,1498
740001499,66815
740001500,1500
740001501,1501
740001502,1502
740001503,1503
740001504,1504
740001505,1505
740001506,1506
740001507,1507
740001508,1508
740001509,1509
740001510,1510
740001511,1511
740001512,1512
740001514,1514
740001515,1515
740001516,1516
740001517,1517
740001518,1518
740001519,1519
740001520,1520
740001522,1522
740001524,1524
740001525,1525
740001527,1527
740001528,1528
740001531,1531
740001532,59200
740001533,59156
740001537,1537
740001539,1539
740001540,1540
740001541,1541
740001542,1542
740001543,1543
740001544,1544
740001545,1545
740001546,1546
740001547,1547
740001548,1548
740001549,1549
740001550,1550
740001552,1552
740001553,1553
740001554,1554
740001555,1555
740001556,1556
740001557,1557
740001558,1558
740001559,1559
740001560,1560
740001563,1563
740001563,71171
740001564,1564
740001564,30458
740001567,42433
740001567,68991
740001567,70672
740001568,47172
740001568,47185
740001569,1569
740001570,1570
740001573,1573
740001574,1574
740001575,1575
740001576,1576
740001577,1577
740001578,1578
740001579,1579
740001579,58773
740001581,1581
740001582,1582
740001583,1583
740001584,1584
740001586,1586
740001587,1587
740001589,1589
740001590,1590
740001591,1591
740001600,1600
740001601,1601
740001602,59175
740001603,1603
740001604,1604
740001605,1605
740001606,1606
740001607,1607
740001608,1608
740001609,59212
740001610,1610
740001611,1611
740001612,1612
740001613,1613
740001614,1614
740001615,1615
740001616,1616
740001617,1617
740001618,1618
740001619,1619
740001620,1620
740001621,1621
740001622,59116
740001623,69003
740002015,71736
740002017,71737
740002018,71738
740002953,57766
740003737,29549
740004001,16377
740004003,15201
740004004,63385
740004005,23839
740004008,23882
740004009,23876
740004011,69195
740004012,69184
740004013,69180
740004014,63392
740004015,63393
740004016,63394
740004017,23922
740004019,23919
740004021,23788
740004023,23927
740004027,16376
740004029,16424
740004030,17402
740004033,16361
740004040,15831
740004041,17258
740004044,14727
740004046,9866
740004046,10785
740004046,10928
740004046,11913
740004047,14324
740004048,14534
740004050,19013
740004051,18998
740004054,20517
740004055,20520
740004057,20999
740004058,20525
740004060,18336
740004064,18755
740004065,19104
740004066,19337
740004067,19794
740004071,19246
740004075,28108
740004076,25494
740004078,28110
740004079,28089
740004083,25894
740004086,28056
740004087,28252
740004088,28304
740004089,25506
740004090,18878
740004096,28306
740004098,28872
740004108,28627
740004110,25942
740004112,28984
740004114,25983
740004115,29039
740004116,28997
740004117,29021
740004119,29017
740004120,28991
740004121,29018
740004128,29002
740004130,29046
740004137,27541
740004144,27630
740004146,28356
740004151,27634
740004152,27595
740004153,27585
740004154,27638
740004157,27639
740004159,27633
740004162,27628
740004166,25817
740004167,28383
740004177,29267
740004178,29265
740004180,29238
740004181,29261
740004182,35277
740004183,31145
740004185,32237
740004188,33655
740004189,31356
740004190,31365
740004191,31374
740004192,31370
740004197,38207
740004199,71768
740004201,31042
740004202,31036
740004211,33560
740004212,33554
740004213,33701
740004214,37968
740004215,35286
740004216,35358
740004218,34213
740004220,32341
740004221,35514
740004223,36616
740004224,36609
740004225,31185
740004227,36554
740004228,36562
740004229,36560
740004230,19257
740004232,19263
740004234,18047
740004235,19320
740004237,19310
740004239,31251
740004240,31250
740004242,31249
740004243,31229
740004244,31094
740004246,19295
740004247,19298
740004248,37249
740004255,32636
740004256,37217
740004259,31427
740004260,34222
740004261,34215
740004262,34214
740004263,34179
740004266,69950
740004268,70242
740004269,42637
740004269,70791
740004270,71118
740004274,15878
740004274,69922
740004293,19657
740004296,25448
740004298,25779
740004302,40322
740004303,40524
740004304,40644
740004306,39649
740004308,39379
740004309,40640
740004310,39592
740004311,40623
740004313,40611
740004314,39585
740004316,40903
740004317,39677
740004319,39346
740004320,39341
740004321,40960
740004323,39410
740004326,40585
740004327,39449
740004328,40379
740004330,41137
740004334,58852
740004335,43796
740004339,43115
740004344,43831
740004345,25020
740004348,24294
740004357,50369
740004358,50870
740004361,18662
740004363,17355
740004365,50872
740004383,10004
740004386,23871
740004402,59219
740004402,60150
740004406,54123
740004407,69100
740004409,56296
740004411,60176
740004414,54090
740004416,59170
740004416,60167
740004417,72187
740004420,72188
740004421,54127
740004426,59180
740004426,60155
740004427,56932
740004431,63002
740004434,60171
740004435,46937
740004437,72190
740004438,72191
740004440,72192
740004442,60179
740004446,72193
740004447,59204
740004449,59201
740004450,56668
740004451,59199
740004453,59205
740004453,60158
740004456,72194
740004457,60180
740004458,72195
740004460,54081
740004461,59211
740004462,72196
740005882,19344
740006000,49443
740006002,50788
740006003,50124
740006004,49996
740006005,50125
740006006,50126
740006007,49444
740006008,49445
740006010,49446
740006011,49447
740006012,50201
740006013,49448
740006014,49449
740006015,49450
740006016,49451
740006017,49452
740006018,49453
740006019,49454
740006020,49455
740006021,49456
740006022,49457
740006024,50789
740006026,49458
740006028,49459
740006029,50790
740006030,49460
740006031,50791
740006032,49461
740006033,49462
740006034,50357
740006035,49463
740006036,49464
740006037,49465
740006038,49468
740006039,49469
740006040,49470
740006041,50792
740006042,49471
740006043,50127
740006044,49473
740006045,49474
740006046,49475
740006047,49476
740006048,50211
740006049,49477
740006050,50794
740006051,49478
740006052,49479
740006053,49480
740006054,50128
740006055,50795
740006056,49481
740006057,50129
740006058,49482
740006059,50796
740006060,50797
740006061,49483
740006062,49484
740006063,49486
740006065,50798
740006066,50799
740006067,49487
740006068,50800
740006070,50801
740006072,49488
740006073,49489
740006074,50802
740006075,49491
740006076,49492
740006077,49493
740006078,50358
740006079,49494
740006080,49495
740006081,50803
740006082,49496
740006084,50359
740006085,49497
740006086,49498
740006088,49499
740006089,49500
740006090,49501
740006091,49502
740006092,49503
740006093,50024
740006094,49504
740006095,49505
740006096,49506
740006097,49507
740006098,49508
740006099,49511
740006100,50025
740006101,49512
740006102,49513
740006103,49514
740006104,49515
740006106,49516
740006107,49517
740006108,49518
740006109,49519
740006110,50046
740006111,49520
740006112,49521
740006114,49522
740006115,50026
740006116,49523
740006117,49524
740006118,49525
740006119,49526
740006120,49527
740006121,49528
740006122,49529
740006123,49530
740006124,49531
740006125,50027
740006126,49532
740006127,49534
740006128,49535
740006129,49536
740006131,49537
740006133,49538
740006134,49539
740006135,49540
740006136,49541
740006137,49542
740006138,49543
740006139,49544
740006140,49545
740006141,49546
740006142,49547
740006143,49548
740006144,50130
740006145,49549
740006146,49550
740006147,49551
740006148,49552
740006149,50131
740006150,49553
740006151,49554
740006152,49555
740006153,50132
740006154,49556
740006155,49557
740006156,49558
740006157,50133
740006158,49559
740006159,49560
740006160,50567
740006161,50302
740006163,49563
740006164,50568
740006167,49564
740006168,50569
740006169,50804
740006170,50202
740006172,49565
740006173,50570
740006174,49566
740006175,50571
740006176,49567
740006178,49568
740006179,49569
740006181,49570
740006182,50572
740006183,50573
740006184,50805
740006185,49571
740006187,50806
740006188,49572
740006191,50807
740006192,50808
740006193,50574
740006194,49573
740006195,73179
740006196,50575
740006197,49574
740006198,50047
740006199,50762
740006201,50576
740006202,50577
740006203,50578
740006204,49575
740006205,49576
740006207,49577
740006208,50028
740006209,50809
740006210,50583
740006211,50579
740006213,49578
740006214,49579
740006215,49580
740006217,49581
740006218,50580
740006219,50581
740006220,49582
740006221,50810
740006222,50029
740006223,49583
740006225,50582
740006227,50584
740006228,49584
740006230,50585
740006232,49585
740006234,49586
740006235,50490
740006236,50586
740006237,50587
740006238,50588
740006239,49587
740006240,49588
740006241,49589
740006242,50589
740006243,50590
740006244,49590
740006245,50591
740006246,50592
740006247,50593
740006248,49592
740006249,49593
740006250,50594
740006252,50595
740006253,49594
740006255,49595
740006256,49596
740006258,69127
740006259,49597
740006260,50596
740006261,49598
740006262,49599
740006264,49600
740006265,49601
740006266,49602
740006268,49603
740006269,50134
740006276,49604
740006277,49605
740006286,49606
740006291,49607
740006293,49608
740006294,49609
740006295,49611
740006297,49612
740006298,49613
740006299,49614
740006300,49615
740006301,49616
740006302,50370
740006303,49617
740006304,49618
740006305,50597
740006306,50598
740006307,50599
740006308,49619
740006309,49620
740006310,49621
740006311,49622
740006312,50253
740006313,50135
740006315,50030
740006316,49623
740006317,50296
740006318,49624
740006319,49625
740006320,49626
740006321,50387
740006324,50203
740006325,49627
740006326,49628
740006327,49629
740006329,50602
740006331,49643
740006332,49644
740006333,49645
740006334,50136
740006335,49646
740006336,49647
740006337,50137
740006338,50605
