,route_id,service_id,trip_id,trip_headsign,trip_short_name
3261,1074053900001,000391,20740539046294,Köpenhamn H,539
3262,1074053900001,000494,20740539007638,Köpenhamn H,539
3263,1074053900001,005673,20740539051414,Köpenhamn H,539
3264,1074053900001,005587,20740539051670,Köpenhamn H,539
3265,1074053900001,005052,20740539005846,Köpenhamn H,539
3266,1074053900001,005746,20740539063702,Köpenhamn H,539
3267,1074053900001,005919,20740539004822,Köpenhamn H,539
3268,1074053900001,005589,20740539032726,Köpenhamn H,539
3269,1074053900001,005982,20740539061654,Köpenhamn H,539
3270,1074053900001,005414,20740539000214,Köpenhamn H,539
3271,1074053900001,005362,20740539034262,Köpenhamn H,539
3272,1074053900001,005522,20740539000982,Köpenhamn H,539
3273,1074053900001,005483,20740539032470,Köpenhamn H,539
3274,1074053900001,005591,20740539001750,Köpenhamn H,539
3275,1074053900001,005965,20740539000470,Köpenhamn H,539
3276,1074053900001,005920,20740539000726,Köpenhamn H,539
3277,1074053900001,005966,20740539057558,Köpenhamn H,539
3278,1074053900001,000444,20740539037078,Malmö Centralstation,539
3279,1074053900001,005945,20740539013526,Malmö Centralstation,539
3280,1074053900001,000397,20740539064982,Malmö Centralstation,539
3281,1074053900002,002819,20740539015574,Alvesta station,10539
3282,1074053900002,002805,20740539026582,Alvesta station,10539
3283,1074053900002,001944,20740539031958,Älmhult station,10539
12523,1074083000001,000787,20740830028196,Uppsala Centralstation,830
12524,1074083000001,000730,20740830010788,Uppsala Centralstation,830
12525,1074083000001,005574,20740830047908,Uppsala Centralstation,830
12526,1074083000001,000390,20740830021290,Uppsala Centralstation,830
12527,1074083000001,000494,20740830046378,Uppsala Centralstation,830
12528,1074083000001,005625,20740830051498,Uppsala Centralstation,830
12529,1074083000001,001135,20740830022314,Uppsala Centralstation,830
12530,1074083000001,000444,20740830032554,Uppsala Centralstation,830
12531,1074083000001,005321,20740830047398,Uppsala Centralstation,830
12532,1074083000001,005328,20740830030762,Uppsala Centralstation,830
12533,1074083000001,006106,20740830057126,Uppsala Centralstation,830
12534,1074083000001,000315,20740830064293,Uppsala Centralstation,830
12535,1074083000001,000424,20740830059685,Uppsala Centralstation,830
19658,1074057100001,000367,20740571039303,Stockholm Centralstation,571
19659,1074057100001,000444,20740571021383,Stockholm Centralstation,571
19660,1074057100001,000315,20740571028117,Stockholm Centralstation,571
19661,1074057100001,000390,20740571032469,Stockholm Centralstation,571
19662,1074057100001,004131,20740571045525,Stockholm Centralstation,571
19663,1074057100001,006023,20740571054485,Stockholm Centralstation,571
21825,1074058000001,002769,20740580001302,Umeå Centralstation,580
21826,1074058000001,000787,20740580056597,Umeå Centralstation,580
21827,1074058000001,004686,20740580009493,Umeå Centralstation,580
21828,1074058000001,005327,20740580065045,Umeå Centralstation,580
21829,1074058000001,000494,20740580053270,Umeå Centralstation,580
21830,1074058000001,005621,20740580027670,Umeå Centralstation,580
21831,1074058000001,005442,20740580063766,Umeå Centralstation,580
21832,1074058000001,005588,20740580062486,Umeå Centralstation,580
21833,1074058000001,002840,20740580036374,Umeå Centralstation,580
21834,1074058000001,006038,20740580024086,Umeå Centralstation,580
21835,1074058000001,005321,20740580062743,Umeå Centralstation,580
21836,1074058000001,000688,20740580042263,Umeå Centralstation,580
21837,1074058000001,000367,20740580051222,Sundsvall Centralstation,580
21838,1074058000001,000444,20740580058134,Sundsvall Centralstation,580
21839,1074058000001,001624,20740580008982,Sundsvall Centralstation,580
21840,1074058000001,005602,20740580009238,Sundsvall Centralstation,580
21841,1074058000001,006040,20740580055062,Sundsvall Centralstation,580
21842,1074058000001,006041,20740580002326,Sundsvall Centralstation,580
21847,1074087700001,005321,20740877063917,Stockholm Centralstation,877
21848,1074087700001,000688,20740877005037,Stockholm Centralstation,877
21849,1074087700001,000787,20740877006829,Stockholm Centralstation,877
21850,1074087700001,005331,20740877024237,Stockholm Centralstation,877
21851,1074087700001,000212,20740877010669,Stockholm Centralstation,877
21852,1074087700001,006110,20740877051117,Stockholm Centralstation,877
23142,1074054800001,004927,20740548055432,Stockholm Centralstation,548
23143,1074054800001,005937,20740548050824,Stockholm Centralstation,548
23144,1074054800001,005746,20740548000904,Stockholm Centralstation,548
23145,1074054800001,004309,20740548054920,Stockholm Centralstation,548
23146,1074054800001,005852,20740548000136,Stockholm Centralstation,548
23147,1074054800001,005599,20740548009096,Stockholm Centralstation,548
23148,1074054800001,005977,20740548064136,Stockholm Centralstation,548
23149,1074054800001,005940,20740548030088,Stockholm Centralstation,548
23150,1074054800001,005963,20740548058504,Stockholm Centralstation,548
23151,1074054800002,001944,20740548013257,Stockholm Centralstation,20548
28448,1076092000001,001163,20760920000143,Göteborg Centralstation,
28449,1076092000002,001163,20760920049167,Göteborg Centralstation,
28450,1076092000002,001201,20760920061967,Göteborg Centralstation,
28451,1076092000001,001201,20760920062095,Göteborg Centralstation,
28452,1076092000001,001128,20760920059791,Göteborg Centralstation,
28453,1076092000002,001128,20760920006927,Göteborg Centralstation,
28454,1076092000003,001324,20760920001295,Göteborg Centralstation,
28455,1076092000004,000314,20760920041488,Göteborg Centralstation,
28456,1076092000004,000315,20760920012816,Göteborg Centralstation,
28457,1076092000004,002613,20760920047888,Göteborg Centralstation,
28458,1076092000004,002614,20760920002320,Göteborg Centralstation,
28459,1076092000005,002615,20760920030347,Göteborg Centralstation,
28460,1076092000005,002616,20760920046987,Göteborg Centralstation,
28461,1076092000005,002617,20760920053387,Göteborg Centralstation,
28462,1076092000005,002618,20760920005259,Göteborg Centralstation,
28463,1076092000002,002579,20760920037115,Göteborg Centralstation,
28464,1076092000001,000915,20760920041083,Göteborg Centralstation,
28465,1076092000002,002619,20760920008955,Göteborg Centralstation,
28466,1076092000001,002620,20760920052347,Göteborg Centralstation,
28467,1076092000001,002621,20760920022139,Göteborg Centralstation,
28468,1076092000002,002622,20760920059899,Göteborg Centralstation,
28469,1076092000001,002623,20760920011387,Göteborg Centralstation,
28470,1076092000002,002623,20760920051451,Göteborg Centralstation,
28471,1076092000006,002624,20760920062959,Göteborg Centralstation,
28472,1076092000006,002625,20760920021231,Göteborg Centralstation,
28473,1076092000003,002619,20760920033019,Göteborg Centralstation,
28474,1076092000003,002626,20760920026363,Göteborg Centralstation,
28475,1076092000007,001207,20760920029580,Göteborg Centralstation,
28476,1076092000007,002626,20760920030331,Göteborg Centralstation,
28477,1076092000008,002627,20760920034703,Göteborg Centralstation,
28478,1076092000008,002628,20760920060559,Göteborg Centralstation,
28479,1076092000008,000369,20760920057999,Göteborg Centralstation,
28480,1076092000008,000324,20760920042639,Göteborg Centralstation,
28481,1076092000004,001039,20760920048400,Göteborg Centralstation,
28482,1076092000002,000788,20760920047814,Göteborg Centralstation,
28483,1076092000001,000788,20760920051782,Göteborg Centralstation,
28484,1076092000007,001130,20760920043334,Göteborg Centralstation,
28485,1076092000003,001130,20760920048326,Göteborg Centralstation,
28486,1076092000001,001224,20760920017734,Göteborg Centralstation,
28487,1076092000002,001224,20760920032454,Göteborg Centralstation,
28492,1076092000005,000730,20760920043403,Trollhättan Centralstation,
28498,1076092000018,001290,20760920000011,Oslo S,
28499,1076092000018,002639,20760920054539,Oslo S,
28500,1076092000018,002640,20760920021259,Oslo S,
28501,1076092000019,002641,20760920001035,Oslo S,
28502,1076092000019,002642,20760920041227,Oslo S,
28503,1076092000019,002643,20760920061195,Oslo S,
28504,1076092000020,001201,20760920040848,Oslo S,
28505,1076092000020,002644,20760920002192,Oslo S,
28506,1076092000020,002619,20760920002960,Oslo S,
28507,1076092000020,002621,20760920012176,Oslo S,
28508,1076092000020,002623,20760920046992,Oslo S,
28509,1076092000021,002624,20760920005129,Oslo S,
28510,1076092000021,002625,20760920057609,Oslo S,
28511,1076092000022,002645,20760920017552,Oslo S,
28512,1076092000023,002619,20760920020233,Oslo S,
28513,1076092000024,001207,20760920058761,Oslo S,
28514,1076092000024,001128,20760920022665,Oslo S,
28515,1076092000025,002646,20760920025737,Oslo S,
28516,1076092000024,002619,20760920029065,Oslo S,
28517,1076092000024,002647,20760920035721,Oslo S,
28518,1076092000018,002233,20760920029707,Oslo S,
28519,1076092000018,001323,20760920056587,Oslo S,
28520,1076092000026,001324,20760920041232,Oslo S,
28521,1076092000026,002648,20760920046864,Oslo S,
28522,1076092000022,002648,20760920048272,Oslo S,
28523,1076092000023,001128,20760920063497,Oslo S,
28528,1076092000019,001130,20760920028939,Öxnered station,
28529,1076092000020,000788,20760920037776,Öxnered station,
28530,1076092000022,001130,20760920045712,Öxnered station,
28531,1076092000026,001130,20760920045840,Öxnered station,
28532,1076092000020,001224,20760920033168,Öxnered station,
28533,1076092000022,000731,20760920040109,Oslo S,
28539,1076092000023,001040,20760920055817,Halden stasjon,
28998,1313000000145,005696,23130000000901,Örebro Södra station,
28999,1313000000146,005696,23130000000907,Örebro Södra station,
29000,1313000000147,005696,23130000000911,Örebro Södra station,
29001,1313000000148,005696,23130000000941,Örebro Södra station,
29002,1313000000149,005696,23130000000959,Örebro Södra station,
29003,1313000000150,005696,23130000000965,Örebro Södra station,
29004,1313000000151,007549,23130000000977,Örebro Södra station,
29005,1313000000152,002811,23130000000989,Örebro Södra station,
29006,1313000000152,005598,23130000010260,Örebro Södra station,
29007,1313000000152,007550,23130000010261,Örebro Södra station,
29008,1313000000152,003741,23130000010262,Örebro Södra station,
29009,1313000000152,002794,23130000010263,Örebro Södra station,
29010,1313000000153,002713,23130000000915,Stockholm Centralstation,
29011,1313000000154,002713,23130000000997,Stockholm Centralstation,
29012,1313000000155,007445,23130000000933,Stockholm Centralstation,
29013,1313000000156,007445,23130000000971,Stockholm Centralstation,
29014,1313000000157,007445,23130000000983,Stockholm Centralstation,
29015,1313000000153,007551,23130000010264,Stockholm Centralstation,
29016,1313000000158,007451,23130000000925,Stockholm Centralstation,
29017,1313000000154,002250,23130000010265,Stockholm Centralstation,
29018,1313000000149,007444,23130000010266,Stockholm Centralstation,
29019,1313000000154,007552,23130000010267,Stockholm Centralstation,
29020,1313000000152,007444,23130000010268,Stockholm Centralstation,
29021,1313000000158,007553,23130000010269,Eskilstuna Centralstation,
29022,1313000000148,007554,23130000010270,Eskilstuna Centralstation,
29023,1313000000159,007555,23130000000995,Eskilstuna Centralstation,
29024,1313000000160,005696,23130000000947,Eskilstuna Centralstation,
29025,1313000000161,005696,23130000000951,Eskilstuna Centralstation,
29026,1313000000161,007554,23130000010271,Eskilstuna Centralstation,
29027,1313000000162,005696,23130000000955,Eskilstuna Centralstation,
29028,1313000000149,007556,23130000010272,Eskilstuna Centralstation,
29029,1313000000151,002792,23130000010273,Eskilstuna Centralstation,
29030,1313000000157,002792,23130000010274,Eskilstuna Centralstation,
29031,1313000000151,002791,23130000010275,Eskilstuna Centralstation,
29032,1313000000151,002250,23130000010276,Eskilstuna Centralstation,
29033,1313000000151,005423,23130000010277,Eskilstuna Centralstation,
29034,1313000000157,005423,23130000010278,Eskilstuna Centralstation,
29035,1313000000151,005103,23130000010279,Eskilstuna Centralstation,
29036,1313000000157,005103,23130000010280,Eskilstuna Centralstation,
29037,1313000000152,007556,23130000010281,Eskilstuna Centralstation,
29038,1313000000152,002792,23130000010282,Eskilstuna Centralstation,
29039,1313000000152,005423,23130000010283,Eskilstuna Centralstation,
29040,1313000000152,005103,23130000010284,Eskilstuna Centralstation,
29041,1313000000158,002821,23130000010285,Eskilstuna Centralstation,
29042,1313000000148,002821,23130000010286,Eskilstuna Centralstation,
29043,1313000000148,002823,23130000010287,Eskilstuna Centralstation,
29044,1313000000161,002821,23130000010288,Eskilstuna Centralstation,
29045,1313000000161,002823,23130000010289,Eskilstuna Centralstation,
29046,1313000000149,002823,23130000010290,Eskilstuna Centralstation,
29047,1313000000151,002821,23130000010291,Eskilstuna Centralstation,
29048,1313000000152,002823,23130000010292,Eskilstuna Centralstation,
29049,1313000000159,002821,23130000010293,Eskilstuna Centralstation,
29050,1313000000163,005696,23130000010947,Örebro Centralstation,
29051,1313000000151,002220,23130000010294,Kungsör station,
29052,1313000000151,002269,23130000010295,Kungsör station,
29053,1313000000152,002269,23130000010296,Kungsör station,
29054,1313000000164,005696,23130000010955,Örebro Södra station,
29055,1313000000157,002269,23130000010297,Eskilstuna Centralstation,
29056,1313000000157,002794,23130000010298,Eskilstuna Centralstation,
29057,1313000000157,003741,23130000010299,Eskilstuna Centralstation,
29058,1313000000157,007557,23130000010300,Eskilstuna Centralstation,
29059,1313000000159,002815,23130000010301,Eskilstuna Centralstation,
29060,1313000000156,005696,23130000010302,Arboga station,
29061,1313000000165,007558,23130000010901,Eskilstuna Centralstation,
29062,1313000000166,005696,23130000010903,Eskilstuna Centralstation,
29063,1313000000167,005696,23130000010905,Eskilstuna Centralstation,
29064,1313000000168,005696,23130000010907,Eskilstuna Centralstation,
29065,1313000000169,005696,23130000010923,Eskilstuna Centralstation,
29066,1313000000170,005696,23130000010925,Eskilstuna Centralstation,
29067,1313000000171,002713,23130000000919,Arboga station,
29068,1313000000172,002713,23130000010911,Arboga station,
29069,1313000000153,005696,23130000010303,Arboga station,
29070,1313000000171,007559,23130000010304,Arboga station,
29071,1313000000171,005696,23130000010305,Arboga station,
29072,1313000000158,005696,23130000010306,Arboga station,
29073,1313000000173,007560,23130000000929,Arboga station,
29074,1313000000155,005696,23130000010307,Arboga station,
29075,1313000000174,007560,23130000000937,Arboga station,
29076,1313000000160,007554,23130000010308,Arboga station,
29077,1313000000162,007554,23130000010309,Arboga station,
29078,1313000000150,007554,23130000010310,Arboga station,
29079,1313000000151,007561,23130000010311,Arboga station,
29080,1313000000172,007559,23130000010312,Arboga station,
29081,1313000000171,004485,23130000010313,Arboga station,
29082,1313000000173,002821,23130000010314,Arboga station,
29083,1313000000173,002823,23130000010315,Arboga station,
29084,1313000000174,004485,23130000010316,Arboga station,
29085,1313000000160,004485,23130000010317,Arboga station,
29086,1313000000162,004485,23130000010318,Arboga station,
29087,1313000000150,004485,23130000010319,Arboga station,
29088,1313000000151,002823,23130000010320,Arboga station,
29089,1313000000172,004485,23130000010321,Arboga station,
29090,1313000000171,006358,23130000010322,Nykvarn station,
29091,1313000000158,002805,23130000010323,Nykvarn station,
29092,1313000000173,002805,23130000010324,Nykvarn station,
29093,1313000000173,002819,23130000010325,Nykvarn station,
29094,1313000000174,006358,23130000010326,Nykvarn station,
29095,1313000000159,002853,23130000010327,Nykvarn station,
29096,1313000000159,002792,23130000010328,Nykvarn station,
29097,1313000000148,002805,23130000010329,Nykvarn station,
29098,1313000000159,002805,23130000010330,Nykvarn station,
29099,1313000000148,002819,23130000010331,Nykvarn station,
29100,1313000000159,002884,23130000010332,Nykvarn station,
29101,1313000000160,006358,23130000010333,Nykvarn station,
29102,1313000000161,002805,23130000010334,Nykvarn station,
29103,1313000000161,002819,23130000010335,Nykvarn station,
29104,1313000000162,006358,23130000010336,Nykvarn station,
29105,1313000000149,002819,23130000010337,Nykvarn station,
29106,1313000000150,006358,23130000010338,Nykvarn station,
29107,1313000000151,006358,23130000010339,Nykvarn station,
29108,1313000000152,002819,23130000010340,Nykvarn station,
29109,1313000000159,002269,23130000010341,Nykvarn station,
29110,1313000000172,006358,23130000010342,Nykvarn station,
29111,1313000000175,005696,23130000010921,Eskilstuna Centralstation,
29112,1313000000176,005696,23130000010951,Örebro Södra station,
29113,1313000000177,005696,23130000010963,Stockholm Centralstation,
29114,1313000000178,005696,23130000010965,Stockholm Centralstation,
29115,1313000000179,007444,23130000000950,Uppsala Centralstation,
29116,1313000000180,007444,23130000000958,Uppsala Centralstation,
29117,1313000000181,005696,23130000000900,Uppsala Centralstation,
29118,1313000000182,007445,23130000000970,Uppsala Centralstation,
29119,1313000000183,007451,23130000000924,Uppsala Centralstation,
29120,1313000000184,007451,23130000000932,Uppsala Centralstation,
29121,1313000000185,007551,23130000000906,Uppsala Centralstation,
29122,1313000000186,007551,23130000000910,Uppsala Centralstation,
29123,1313000000187,007444,23130000000982,Uppsala Centralstation,
29124,1313000000187,007451,23130000010343,Uppsala Centralstation,
29125,1313000000188,007562,23130000000994,Uppsala Centralstation,
29126,1313000000185,002713,23130000010344,Knivsta station,
29127,1313000000186,002713,23130000010345,Knivsta station,
29128,1313000000188,002713,23130000010346,Knivsta station,
29129,1313000000189,005103,23130000010910,Eskilstuna Centralstation,
29130,1313000000186,005696,23130000010347,Uppsala Centralstation,
29131,1313000000179,007556,23130000010348,Uppsala Centralstation,
29132,1313000000180,007556,23130000010349,Uppsala Centralstation,
29133,1313000000183,007553,23130000010350,Uppsala Centralstation,
29134,1313000000190,007554,23130000000940,Uppsala Centralstation,
29135,1313000000191,007563,23130000000914,Uppsala Centralstation,
29136,1313000000191,005696,23130000010351,Uppsala Centralstation,
29137,1313000000192,005696,23130000000918,Uppsala Centralstation,
29138,1313000000184,007553,23130000010352,Uppsala Centralstation,
29139,1313000000193,002254,23130000000988,Uppsala Centralstation,
29140,1313000000193,005103,23130000010353,Uppsala Centralstation,
29141,1313000000188,002792,23130000010354,Uppsala Centralstation,
29142,1313000000188,002824,23130000010355,Uppsala Centralstation,
29143,1313000000194,007554,23130000000964,Uppsala Centralstation,
29144,1313000000192,007556,23130000010356,Uppsala Centralstation,
29145,1313000000192,007553,23130000010357,Uppsala Centralstation,
29146,1313000000195,007554,23130000000928,Uppsala Centralstation,
29147,1313000000196,007554,23130000000954,Uppsala Centralstation,
29148,1313000000195,005696,23130000010358,Uppsala Centralstation,
29149,1313000000193,001103,23130000010359,Uppsala Centralstation,
29150,1313000000184,005696,23130000010360,Uppsala Centralstation,
29151,1313000000193,007564,23130000010361,Uppsala Centralstation,
29152,1313000000197,007560,23130000000936,Uppsala Centralstation,
29153,1313000000190,005696,23130000010362,Uppsala Centralstation,
29154,1313000000198,005696,23130000000946,Uppsala Centralstation,
29155,1313000000198,007554,23130000010363,Uppsala Centralstation,
29156,1313000000179,005696,23130000010364,Uppsala Centralstation,
29157,1313000000199,007554,23130000000976,Uppsala Centralstation,
29158,1313000000194,006358,23130000010365,Uppsala Centralstation,
29159,1313000000185,007566,23130000010366,Uppsala Centralstation,
29160,1313000000183,002805,23130000010367,Uppsala Centralstation,
29161,1313000000191,006358,23130000010368,Uppsala Centralstation,
29162,1313000000190,006358,23130000010369,Uppsala Centralstation,
29163,1313000000179,002819,23130000010370,Uppsala Centralstation,
29164,1313000000180,002819,23130000010371,Uppsala Centralstation,
29165,1313000000192,002805,23130000010372,Uppsala Centralstation,
29166,1313000000192,002819,23130000010373,Uppsala Centralstation,
29167,1313000000195,006358,23130000010374,Uppsala Centralstation,
29168,1313000000184,002805,23130000010375,Uppsala Centralstation,
29169,1313000000193,002805,23130000010376,Uppsala Centralstation,
29170,1313000000196,006358,23130000010377,Uppsala Centralstation,
29171,1313000000193,002819,23130000010378,Uppsala Centralstation,
29172,1313000000197,006358,23130000010379,Uppsala Centralstation,
29173,1313000000198,002805,23130000010380,Uppsala Centralstation,
29174,1313000000198,002819,23130000010381,Uppsala Centralstation,
29175,1313000000199,006358,23130000010382,Uppsala Centralstation,
29176,1313000000191,001094,23130000010383,Uppsala Centralstation,
29177,1313000000191,004485,23130000010384,Uppsala Centralstation,
29178,1313000000183,002821,23130000010385,Uppsala Centralstation,
29179,1313000000179,002823,23130000010386,Uppsala Centralstation,
29180,1313000000180,002823,23130000010387,Uppsala Centralstation,
29181,1313000000190,004485,23130000010388,Uppsala Centralstation,
29182,1313000000184,002821,23130000010389,Uppsala Centralstation,
29183,1313000000193,002821,23130000010390,Uppsala Centralstation,
29184,1313000000192,002821,23130000010391,Uppsala Centralstation,
29185,1313000000192,002823,23130000010392,Uppsala Centralstation,
29186,1313000000195,004485,23130000010393,Uppsala Centralstation,
29187,1313000000196,004485,23130000010394,Uppsala Centralstation,
29188,1313000000197,004485,23130000010395,Uppsala Centralstation,
29189,1313000000198,002821,23130000010396,Uppsala Centralstation,
29190,1313000000198,002823,23130000010397,Uppsala Centralstation,
29191,1313000000194,004485,23130000010398,Uppsala Centralstation,
29192,1313000000199,004485,23130000010399,Uppsala Centralstation,
29193,1313000000193,002823,23130000010400,Uppsala Centralstation,
29194,1313000000188,002269,23130000010401,Uppsala Centralstation,
29195,1313000000193,002717,23130000010402,Knivsta station,
29196,1313000000188,002818,23130000010403,Uppsala Centralstation,
29197,1313000000188,007568,23130000010404,Eskilstuna Centralstation,
29198,1313000000188,004311,23130000010405,Kungsör station,
29199,1313000000188,005011,23130000010406,Eskilstuna Centralstation,
29200,1313000000200,005696,23130000010922,Stockholm Centralstation,
29201,1313000000201,007558,23130000010900,Stockholm Centralstation,
29202,1313000000202,005696,23130000010902,Stockholm Centralstation,
29203,1313000000203,005696,23130000010904,Stockholm Centralstation,
29204,1313000000204,005696,23130000010906,Stockholm Centralstation,
29205,1313000000193,007569,23130000010407,Uppsala Centralstation,
29206,1313000000185,000657,23130000010408,Uppsala Centralstation,
29207,1313000000185,002794,23130000010409,Uppsala Centralstation,
29208,1313000000185,002948,23130000010410,Uppsala Centralstation,
29209,1313000000185,005103,23130000010411,Uppsala Centralstation,
29210,1313000000185,002401,23130000010412,Uppsala Centralstation,
29211,1313000000185,007570,23130000010413,Uppsala Centralstation,
29212,1313000000185,002793,23130000010414,Uppsala Centralstation,
29213,1313000000185,005056,23130000010415,Uppsala Centralstation,
29214,1313000000205,005696,23130000010914,Stockholm Centralstation,
29215,1313000000206,005696,23130000010960,Uppsala Centralstation,
29216,1313000000207,005696,23130000010966,Uppsala Centralstation,
29217,1313000000208,005696,23130000010964,Uppsala Centralstation,
29218,1313000000183,005696,23130000010416,Uppsala Centralstation,
29219,1313000000182,005696,23130000010417,Uppsala Centralstation,
29220,1313000000199,005696,23130000010418,Uppsala Centralstation,
29221,1313000000187,007571,23130000010419,Uppsala Centralstation,
29222,1313000000187,007469,23130000010420,Uppsala Centralstation,
29223,1313000000188,007572,23130000010421,Uppsala Centralstation,
29224,1313000000209,005696,23130000020954,Uppsala Centralstation,
29225,1313000000210,005696,23130000020958,Uppsala Centralstation,
29226,1313000000211,005696,23130000020964,Uppsala Centralstation,
29227,1313000000212,005696,23130000010918,Eskilstuna Centralstation,
29228,1313000000189,007573,23130000010422,Eskilstuna Centralstation,
29229,1313000000145,000025,23130000010423,Örebro Södra station,
29230,1313000000146,007574,23130000010424,Örebro Södra station,
29231,1313000000146,000057,23130000010425,Örebro Södra station,
29232,1313000000147,002584,23130000010426,Örebro Södra station,
29233,1313000000147,007575,23130000010427,Örebro Södra station,
29234,1313000000147,000057,23130000010428,Örebro Södra station,
29235,1313000000148,007574,23130000010429,Örebro Södra station,
29236,1313000000148,000057,23130000010430,Örebro Södra station,
29237,1313000000160,001040,23130000010431,Örebro Södra station,
29238,1313000000161,001040,23130000010432,Örebro Södra station,
29239,1313000000161,001130,23130000010433,Örebro Södra station,
29240,1313000000162,001040,23130000010434,Örebro Södra station,
29241,1313000000149,007574,23130000010435,Örebro Södra station,
29242,1313000000149,000057,23130000010436,Örebro Södra station,
29243,1313000000150,007574,23130000010437,Örebro Södra station,
29244,1313000000150,000057,23130000010438,Örebro Södra station,
29245,1313000000151,007576,23130000010439,Örebro Södra station,
29246,1313000000151,000057,23130000010440,Örebro Södra station,
29247,1313000000152,002305,23130000010441,Örebro Södra station,
29248,1313000000152,000014,23130000010442,Örebro Södra station,
29249,1313000000152,002304,23130000010443,Örebro Södra station,
29250,1313000000152,002766,23130000010444,Örebro Södra station,
29251,1313000000152,007577,23130000010445,Örebro Södra station,
29252,1313000000152,000201,23130000010446,Örebro Södra station,
29253,1313000000152,000057,23130000010447,Örebro Södra station,
29254,1313000000153,007578,23130000010448,Stockholm Centralstation,
29255,1313000000156,007578,23130000010449,Stockholm Centralstation,
29256,1313000000157,007578,23130000010450,Stockholm Centralstation,
29257,1313000000155,007578,23130000010451,Stockholm Centralstation,
29258,1313000000153,002753,23130000010452,Stockholm Centralstation,
29259,1313000000155,002753,23130000010453,Stockholm Centralstation,
29260,1313000000158,007579,23130000010454,Stockholm Centralstation,
29261,1313000000158,000688,23130000010455,Stockholm Centralstation,
29262,1313000000154,007578,23130000010456,Stockholm Centralstation,
29263,1313000000149,007580,23130000010457,Stockholm Centralstation,
29264,1313000000149,000685,23130000010458,Stockholm Centralstation,
29265,1313000000152,007580,23130000010459,Stockholm Centralstation,
29266,1313000000156,002753,23130000010460,Stockholm Centralstation,
29267,1313000000157,002753,23130000010461,Stockholm Centralstation,
29268,1313000000152,000685,23130000010462,Stockholm Centralstation,
29269,1313000000154,002753,23130000010463,Stockholm Centralstation,
29270,1313000000158,007580,23130000010464,Eskilstuna Centralstation,
29271,1313000000158,000685,23130000010465,Eskilstuna Centralstation,
29272,1313000000159,000034,23130000010466,Eskilstuna Centralstation,
29273,1313000000148,000685,23130000010467,Eskilstuna Centralstation,
29274,1313000000148,000688,23130000010468,Eskilstuna Centralstation,
29275,1313000000159,000836,23130000010469,Eskilstuna Centralstation,
29276,1313000000148,007578,23130000010470,Eskilstuna Centralstation,
29277,1313000000160,000057,23130000010471,Eskilstuna Centralstation,
29278,1313000000160,000005,23130000010472,Eskilstuna Centralstation,
29279,1313000000161,000057,23130000010473,Eskilstuna Centralstation,
29280,1313000000161,000688,23130000010474,Eskilstuna Centralstation,
29281,1313000000161,000685,23130000010475,Eskilstuna Centralstation,
29282,1313000000161,000005,23130000010476,Eskilstuna Centralstation,
29283,1313000000161,007578,23130000010477,Eskilstuna Centralstation,
29284,1313000000162,007581,23130000010478,Eskilstuna Centralstation,
29285,1313000000162,000057,23130000010479,Eskilstuna Centralstation,
29286,1313000000149,007579,23130000010480,Eskilstuna Centralstation,
29287,1313000000149,000688,23130000010481,Eskilstuna Centralstation,
29288,1313000000157,000201,23130000010482,Eskilstuna Centralstation,
29289,1313000000157,005420,23130000010483,Eskilstuna Centralstation,
29290,1313000000157,000365,23130000010484,Eskilstuna Centralstation,
29291,1313000000157,007582,23130000010485,Eskilstuna Centralstation,
29292,1313000000152,007579,23130000010486,Eskilstuna Centralstation,
29293,1313000000152,000688,23130000010487,Eskilstuna Centralstation,
29294,1313000000159,000685,23130000010488,Eskilstuna Centralstation,
29295,1313000000160,001130,23130000010489,Örebro Centralstation,
29296,1313000000151,000531,23130000010490,Strängnäs station,
29297,1313000000151,002267,23130000010491,Strängnäs station,
29298,1313000000157,002267,23130000010492,Strängnäs station,
29299,1313000000152,002267,23130000010493,Strängnäs station,
29300,1313000000159,000531,23130000010494,Södertälje Syd station,
29301,1313000000159,002602,23130000010495,Södertälje Syd station,
29302,1313000000159,000722,23130000010496,Södertälje Syd station,
29303,1313000000159,002267,23130000010497,Södertälje Syd station,
29304,1313000000165,000025,23130000010498,Eskilstuna Centralstation,
29305,1313000000166,000025,23130000010499,Eskilstuna Centralstation,
29306,1313000000167,000025,23130000010500,Eskilstuna Centralstation,
29307,1313000000168,003815,23130000010501,Eskilstuna Centralstation,
29308,1313000000169,000025,23130000010502,Eskilstuna Centralstation,
29309,1313000000170,000025,23130000010503,Eskilstuna Centralstation,
29310,1313000000153,007574,23130000010504,Arboga station,
29311,1313000000153,000057,23130000010505,Arboga station,
29312,1313000000171,007578,23130000010506,Arboga station,
29313,1313000000171,002753,23130000010507,Arboga station,
29314,1313000000171,007574,23130000010508,Arboga station,
29315,1313000000171,000057,23130000010509,Arboga station,
29316,1313000000158,007574,23130000010510,Arboga station,
29317,1313000000158,000057,23130000010511,Arboga station,
29318,1313000000173,000685,23130000010512,Arboga station,
29319,1313000000173,000057,23130000010513,Arboga station,
29320,1313000000173,000688,23130000010514,Arboga station,
29321,1313000000173,007584,23130000010515,Arboga station,
29322,1313000000155,007574,23130000010516,Arboga station,
29323,1313000000155,000057,23130000010517,Arboga station,
29324,1313000000174,007584,23130000010518,Arboga station,
29325,1313000000174,002751,23130000010519,Arboga station,
