stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,platform_code
9021074017298000,Lund Västerkyrkan,55.708930,13.181275,1,,
9021074017678000,Järpen Biblioteket,63.344598,13.470789,1,,
9021074017706000,Bräcke Folkets Hus (Bräcke kn),62.749597,15.421024,1,,
9021074018094000,Timrå Skogsvägen,62.488954,17.324801,1,,
9021074018253000,Leksand Villagatan,60.733640,14.997031,1,,
9021074018254000,Leksand Fiskgatan,60.732516,14.993687,1,,
9021074018261000,Sundsvall busstation Navet,62.392172,17.309516,1,,
9021074018443000,Krokom centrum,63.326549,14.448688,1,,
9021074018474000,Duved centrum,63.392476,12.918322,1,,
9021074019659000,Gävle Hamntorget,60.675446,17.152985,1,,
9021074020094000,Fagersta Norra station,60.002714,15.787765,1,,
9021074020116000,Umeå Vasaplan,63.826135,20.267616,1,,
9021074020131000,Arlanda terminal 5,59.651368,17.930169,1,,
9021074020132000,Arlanda terminal 4,59.647668,17.928001,1,,
9021074020133000,Arlanda terminal 2,59.644602,17.928251,1,,
9021074020134000,Arlanda terminal 3,59.645459,17.925201,1,,
9021074020163000,Storvik Centralvägen,60.583453,16.528648,1,,
9021074020260000,Jönköping Juneporten,57.783514,14.161493,1,,
9021074020297000,Eskilstuna Fristadstorget,59.369906,16.515547,1,,
9021074020299000,Hedemora Centrumrondellen,60.279139,15.983725,1,,
9021074020361000,Alvesta Riksdagsmannagården,56.899386,14.552162,1,,
9021074020362000,Alvesta Folkets hus,56.900764,14.553462,1,,
9021074020366000,Uddevalla C Skansplan,58.352946,11.922873,1,,
9021080020382000,Hamburg Bergedorf,0,0,1,,
9021080020400000,Hamburg Hbf,53.553302,10.006403,1,,
9021080020401000,Hamburg-Harburg,0,0,1,,
9021080020403000,Hamburg-Altona,0,0,1,,
9021074020461000,Umeå Busstation,63.829981,20.264746,1,,
9021074020469000,Helsingborg Hamntorget,56.045650,12.690982,1,,
9021074020483000,Göteborg Nils Ericsonterminal,57.710274,11.971855,1,,
9021074020490000,Göteborg Åkareplatsen,57.708331,11.975939,1,,
9021074020510000,Karlskrona Kungsplan,56.165013,15.587051,1,,
9021074020698000,Karlshamn brygga,56.167351,14.862333,1,,
9021074020699000,Karlskrona Handelshamnen,56.163278,15.596847,1,,
9021074020700000,Karlskrona Fisktorget,56.162331,15.579309,1,,
9021074020707000,Varberg färjeläge,57.108141,12.243543,1,,
9021074020749000,T-Centralen T-bana,59.330946,18.059262,1,,
9021074021035000,Grythyttan Måltidens Hus,59.705908,14.544408,1,,
9021074021096000,Hallsberg station norra,59.068165,15.111090,1,,
9021074021101000,Laxå E20,58.983194,14.629080,1,,
9021074021190000,Örebro Slottet,59.274526,15.213684,1,,
9021074021654000,Medborgarplatsen T-bana,59.314337,18.073551,1,,
9021074021656000,Mariatorget T-bana,59.316957,18.063308,1,,
9021074021672000,Sundbyberg centrum T-bana,59.360897,17.972211,1,,
9021074021809000,Gävle Rådhuset,60.674996,17.144165,1,,
9021074022959000,Örebro-Bofors flygplats,59.227770,15.047068,1,,
9021074022983000,Sunderby sjukhus station,65.675129,21.931454,1,,
9021074023138000,Uppsala Storgatan,59.861169,17.644464,1,,
9021074023147000,Örebro Fredsgatan,59.277525,15.211860,1,,
9021074023167000,Umeå Järnvägstorget,63.829683,20.266815,1,,
9021074023209000,Lund Clemenstorget,55.707141,13.187967,1,,
9021074023497000,Storulvån Fjällstation,63.169683,12.363442,1,,
9021074023840000,Umeå Universitetssjukhuset,63.818902,20.298266,1,,
9021074023844000,Stockholm Central Vasagatan,59.331139,18.058502,1,,
9021074023989000,Storhogna hotell,62.503953,14.098501,1,,
9021074023990000,Björnrike Centrat,62.423216,13.954275,1,,
9021074024006000,Jönköping Rådhusparken,57.782283,14.167635,1,,
9021074024254000,Linnéparken,56.877532,14.814510,1,,
9021074024266000,Åre Björnen,63.386716,13.153518,1,,
9021074024352000,Nässjö Stortorget,57.652753,14.696987,1,,
9021074024382000,T-Centralen buss,59.332463,18.063440,1,,
9021074024413000,Mora Siljan flygplats,60.958215,14.503866,1,,
9021074024542000,Uppsala Fjalars gränd,59.855606,17.649976,1,,
9021074024577000,Tierp Grevegatan 22,60.345879,17.515290,1,,
9021086024917000,Köbenhavn Ingerslevsgade,55.669995,12.565602,1,,
9021074025002000,Välsviken station,59.391296,13.582952,1,,
9021074025068000,Sundsvall Timrå Airport,62.523972,17.440033,1,,
9021074025264000,Borlänge Vasaparken,60.484124,15.424596,1,,
9021074025475000,Falun centrum Ö Hamngatan,60.603370,15.641879,1,,
9021074025509000,Huskvarna Sandagymnasiet,57.786287,14.261946,1,,
9021074025851000,Timrå E4,62.487780,17.323849,1,,
9021074026026000,Höga Kusten Airport,63.049063,17.763961,1,,
9021074026034000,Linköping flygplats,58.407547,15.657528,1,,
9021074026036000,Karlstad flygplats,59.443246,13.347670,1,,
9021074026042000,Trollhättan-Vänersborg flygpl.,58.316124,12.351254,1,,
9021074027905000,Örebro Järnvägsgatan,59.277600,15.216524,1,,
9021074029154000,Klövsjö skidområde väg 316,62.505791,14.198133,1,,
9021074029938000,Trillevallen,63.259967,13.186264,1,,
9021074030041000,Röjan station,62.479277,14.359345,1,,
9021074030117000,Göteborg Centralst Drottningt,57.707896,11.973735,1,,
9021074032125000,Karlskrona Aspöfärjan,56.163081,15.597009,1,,
9021074032195000,Ronneby Gångbrogatan,56.208596,15.281692,1,,
9021074033000000,Emmabodafestivalen,56.628278,15.555111,1,,
9021074033206000,Arlanda terminal 4 buss,59.647810,17.928631,1,,
9021074034378000,Växjö Stortorget,56.877450,14.809936,1,,
9021074034903000,Oxtorget,56.878371,14.798167,1,,
9021074035141000,Lasarettet Växjö,56.875587,14.806000,1,,
9021074035997000,T-Centralen Spårv,59.332118,18.062134,1,,
9021074036326000,Sunderby Sjukhus,65.670269,21.932310,1,,
9021074040991000,Karlshamn centrum väst,56.169200,14.860952,1,,
9021074043449000,Halmstad C Resecentrum,56.670274,12.865807,1,,
9021074044669000,Knuten,58.323337,15.129710,1,,
9021074045462000,Stockholm Södra stn Rosenlunds,59.312644,18.057770,1,,
9021074045463000,Stockholm Södra stn Swedenborg,59.314138,18.064842,1,,
9021074045549000,Flemingsberg stn viadukten,59.219519,17.949546,1,,
9021074045571000,Sundbyberg torg,59.360980,17.969912,1,,
9021074050778000,Hällefors Kyllervägen,59.776876,14.524461,1,,
9021074056794000,Kalmar Tullhamnen,56.663154,16.369031,1,,
9021074056927000,Norrköping RC tätortstrafik,58.595964,16.182479,1,,
9021074057604000,Karlstad Stora Torget,59.380710,13.503302,1,,
9021074059478000,Göteborg Polhemsplatsen,57.708319,11.977317,1,,
9021074062751000,Klövsjö skidområde,62.502980,14.179321,1,,
9021074064286000,Sundbyberg centrum Spårv,59.360916,17.970524,1,,
9021074064292000,Skalspasset/Pass Express,62.491550,13.947400,1,,
9021074069192000,Flemingsberg stn Huddingevägen,59.221042,17.948678,1,,
9021074069350000,Vattugatan,59.329854,18.061123,1,,
