shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
4393900000000000232,59.330139,18.058155,1,
4393900000000000232,59.361034,17.970936,2,
4393900000000000232,59.568758,17.532813,3,
4393900000000000232,59.644324,17.086745,4,
4393900000000000232,59.607703,16.551707,5,
4393900000000000232,59.506671,16.004217,6,
4393900000000000232,59.397107,15.841060,7,
4393900000000000232,59.278941,15.211344,8,
4393900000000000232,59.269985,15.202329,9,
4393900000000000232,59.126374,15.140279,10,
4393900000000000232,59.067102,15.110379,11,
4393900000000000232,58.989392,14.616657,12,
4393900000000000232,58.706022,14.128391,13,
4393900000000000232,58.390896,13.853193,14,
4393900000000000232,58.176100,13.553793,15,
4393900000000000232,58.079186,13.021274,16,
4393900000000000232,58.031202,12.810288,17,
4393900000000000232,57.926861,12.532493,18,
4393900000000000232,57.708894,11.973478,19,
4393900000000000475,59.568758,17.532813,1,
4393900000000000475,59.644324,17.086745,2,
4393900000000000475,59.607703,16.551707,3,
4393900000000000475,59.506671,16.004217,4,
4393900000000000475,59.397107,15.841060,5,
4393900000000000475,59.278941,15.211344,6,
4393900000000000475,59.269985,15.202329,7,
4393900000000000475,59.126374,15.140279,8,
4393900000000000475,59.067102,15.110379,9,
4393900000000000475,58.989392,14.616657,10,
4393900000000000475,58.706022,14.128391,11,
4393900000000000475,58.390896,13.853193,12,
4393900000000000475,58.176100,13.553793,13,
4393900000000000475,58.079186,13.021274,14,
4393900000000000475,58.031202,12.810288,15,
4393900000000000475,57.926861,12.532493,16,
4393900000000000475,57.708894,11.973478,17,
4393900000000000792,59.397107,15.841060,1,
4393900000000000792,59.278941,15.211344,2,
4393900000000000792,59.269985,15.202329,3,
4393900000000000792,59.126374,15.140279,4,
4393900000000000792,59.067102,15.110379,5,
4393900000000000792,58.989392,14.616657,6,
4393900000000000928,59.397107,15.841060,1,
4393900000000000928,59.278941,15.211344,2,
4393900000000000928,59.269985,15.202329,3,
4393900000000000928,59.126374,15.140279,4,
4393900000000000928,59.067102,15.110379,5,
4393900000000000928,58.989392,14.616657,6,
4393900000000000928,58.706022,14.128391,7,
4393900000000000928,58.390896,13.853193,8,
4393900000000000928,58.176100,13.553793,9,
4393900000000000928,58.079186,13.021274,10,
4393900000000000928,58.031202,12.810288,11,
4393900000000000928,57.926861,12.532493,12,
4393900000000000928,57.708894,11.973478,13,
4393900000000001065,59.330139,18.058155,1,
4393900000000001065,59.361034,17.970936,2,
4393900000000001065,59.568758,17.532813,3,
4393900000000001065,59.644324,17.086745,4,
4393900000000001065,59.607703,16.551707,5,
4393900000000001065,59.369486,16.505196,6,
4393900000000001065,59.067102,15.110379,7,
4393900000000001065,58.989392,14.616657,8,
4393900000000001065,58.706022,14.128391,9,
4393900000000001065,58.390896,13.853193,10,
4393900000000001065,58.176100,13.553793,11,
4393900000000001065,58.079186,13.021274,12,
4393900000000001065,58.031202,12.810288,13,
4393900000000001065,57.926861,12.532493,14,
4393900000000001065,57.708894,11.973478,15,
4393900000000001105,59.607703,16.551707,1,
4393900000000001105,59.369486,16.505196,2,
4393900000000001105,59.067102,15.110379,3,
4393900000000001105,58.989392,14.616657,4,
4393900000000001105,58.706022,14.128391,5,
4393900000000001105,58.390896,13.853193,6,
4393900000000001105,58.176100,13.553793,7,
4393900000000001105,58.079186,13.021274,8,
4393900000000001105,58.031202,12.810288,9,
4393900000000001105,57.926861,12.532493,10,
4393900000000001105,57.708894,11.973478,11,
4393900000000001227,59.330139,18.058155,1,
4393900000000001227,59.369486,16.505196,2,
4393900000000001227,59.397107,15.841060,3,
4393900000000001227,59.278941,15.211344,4,
4393900000000001227,59.269985,15.202329,5,
4393900000000001227,59.126374,15.140279,6,
4393900000000001227,59.067102,15.110379,7,
4393900000000001227,58.989392,14.616657,8,
4393900000000001227,58.706022,14.128391,9,
4393900000000001227,58.390896,13.853193,10,
4393900000000001227,58.176100,13.553793,11,
4393900000000001227,58.079186,13.021274,12,
4393900000000001227,58.031202,12.810288,13,
4393900000000001227,57.926861,12.532493,14,
4393900000000001227,57.708894,11.973478,15,
4393900000000001293,59.506671,16.004217,1,
4393900000000001293,59.397107,15.841060,2,
4393900000000001293,59.278941,15.211344,3,
4393900000000001293,59.269985,15.202329,4,
4393900000000001293,59.126374,15.140279,5,
4393900000000001293,59.067102,15.110379,6,
4393900000000001293,58.989392,14.616657,7,
4393900000000001293,58.706022,14.128391,8,
4393900000000001293,58.390896,13.853193,9,
4393900000000001293,58.176100,13.553793,10,
4393900000000001293,58.079186,13.021274,11,
4393900000000001293,58.031202,12.810288,12,
4393900000000001293,57.926861,12.532493,13,
4393900000000001293,57.708894,11.973478,14,
4393900000000001401,59.330139,18.058155,1,
4393900000000001401,59.361034,17.970936,2,
4393900000000001401,59.568758,17.532813,3,
4393900000000001401,59.644324,17.086745,4,
4393900000000001401,59.607703,16.551707,5,
4393900000000001401,59.506671,16.004217,6,
4393900000000001401,59.397107,15.841060,7,
4393900000000001401,59.278941,15.211344,8,
4393900000000001401,59.269985,15.202329,9,
4393900000000001401,59.126374,15.140279,10,
4393900000000001401,59.067102,15.110379,11,
4393900000000001401,58.989392,14.616657,12,
4393900000000001401,58.706022,14.128391,13,
4393900000000001401,58.390896,13.853193,14,
4393900000000001401,58.176100,13.553793,15,
4393900000000001401,58.079186,13.021274,16,
4393900000000001401,58.031202,12.810288,17,
4393900000000001401,57.926861,12.532493,18,
4393900000000001437,59.607703,16.551707,1,
4393900000000001437,59.506671,16.004217,2,
4393900000000001437,59.397107,15.841060,3,
4393900000000001437,59.278941,15.211344,4,
4393900000000001437,59.269985,15.202329,5,
4393900000000001437,59.126374,15.140279,6,
4393900000000001437,59.067102,15.110379,7,
4393900000000001437,58.989392,14.616657,8,
4393900000000001437,58.706022,14.128391,9,
4393900000000001437,58.390896,13.853193,10,
4393900000000001437,58.176100,13.553793,11,
4393900000000001437,58.079186,13.021274,12,
4393900000000001437,58.031202,12.810288,13,
4393900000000001437,57.926861,12.532493,14,
4393900000000001497,59.423414,17.832892,1,
4393900000000001497,59.568758,17.532813,2,
4393900000000001497,59.644324,17.086745,3,
4393900000000001497,59.607703,16.551707,4,
4393900000000001497,59.506671,16.004217,5,
4393900000000001497,59.397107,15.841060,6,
4393900000000001497,59.278941,15.211344,7,
4393900000000001497,59.269985,15.202329,8,
4393900000000001497,59.126374,15.140279,9,
4393900000000001497,59.067102,15.110379,10,
4393900000000001497,58.989392,14.616657,11,
4393900000000001497,58.706022,14.128391,12,
4393900000000001497,58.390896,13.853193,13,
4393900000000001497,58.176100,13.553793,14,
4393900000000001497,58.079186,13.021274,15,
4393900000000001497,58.031202,12.810288,16,
4393900000000001497,57.926861,12.532493,17,
4393900000000001497,57.708894,11.973478,18,
4393900000000000007,59.067102,15.110379,1,
4393900000000000007,59.126374,15.140279,2,
4393900000000000007,59.269985,15.202329,3,
4393900000000000007,59.278941,15.211344,4,
4393900000000000007,59.397107,15.841060,5,
4393900000000000007,59.506671,16.004217,6,
4393900000000000007,59.607703,16.551707,7,
4393900000000000007,59.644324,17.086745,8,
4393900000000000007,59.568758,17.532813,9,
4393900000000000007,59.361034,17.970936,10,
4393900000000000007,59.330139,18.058155,11,
4393900000000000233,57.708894,11.973478,1,
4393900000000000233,57.926861,12.532493,2,
4393900000000000233,58.031202,12.810288,3,
4393900000000000233,58.079186,13.021274,4,
4393900000000000233,58.176100,13.553793,5,
4393900000000000233,58.390896,13.853193,6,
4393900000000000233,58.706022,14.128391,7,
4393900000000000233,58.989392,14.616657,8,
4393900000000000233,59.067102,15.110379,9,
4393900000000000233,59.126374,15.140279,10,
4393900000000000233,59.269985,15.202329,11,
4393900000000000233,59.278941,15.211344,12,
4393900000000000233,59.397107,15.841060,13,
4393900000000000233,59.506671,16.004217,14,
4393900000000000233,59.607703,16.551707,15,
4393900000000000233,59.644324,17.086745,16,
4393900000000000233,59.568758,17.532813,17,
4393900000000000233,59.361034,17.970936,18,
4393900000000000233,59.330139,18.058155,19,
4393900000000000503,57.708894,11.973478,1,
4393900000000000503,57.926861,12.532493,2,
4393900000000000503,58.031202,12.810288,3,
4393900000000000503,58.079186,13.021274,4,
4393900000000000503,58.176100,13.553793,5,
4393900000000000503,58.390896,13.853193,6,
4393900000000000503,58.706022,14.128391,7,
4393900000000000503,58.989392,14.616657,8,
4393900000000000503,59.067102,15.110379,9,
4393900000000000503,59.126374,15.140279,10,
4393900000000000503,59.269985,15.202329,11,
4393900000000000503,59.278941,15.211344,12,
4393900000000000503,59.397107,15.841060,13,
4393900000000000503,59.506671,16.004217,14,
4393900000000000503,59.607703,16.551707,15,
4393900000000000503,59.644324,17.086745,16,
4393900000000000503,59.568758,17.532813,17,
4393900000000000769,59.067102,15.110379,1,
4393900000000000769,59.126374,15.140279,2,
4393900000000000769,59.269985,15.202329,3,
4393900000000000769,59.278941,15.211344,4,
4393900000000000769,59.397107,15.841060,5,
4393900000000000929,57.708894,11.973478,1,
4393900000000000929,57.926861,12.532493,2,
4393900000000000929,58.031202,12.810288,3,
4393900000000000929,58.079186,13.021274,4,
4393900000000000929,58.176100,13.553793,5,
4393900000000000929,58.390896,13.853193,6,
4393900000000000929,58.706022,14.128391,7,
4393900000000000929,58.989392,14.616657,8,
4393900000000000929,59.067102,15.110379,9,
4393900000000000929,59.330139,18.058155,10,
4393900000000001066,57.708894,11.973478,1,
4393900000000001066,57.926861,12.532493,2,
4393900000000001066,58.031202,12.810288,3,
4393900000000001066,58.079186,13.021274,4,
4393900000000001066,58.176100,13.553793,5,
4393900000000001066,58.390896,13.853193,6,
4393900000000001066,58.706022,14.128391,7,
4393900000000001066,58.989392,14.616657,8,
4393900000000001066,59.067102,15.110379,9,
4393900000000001066,59.369486,16.505196,10,
4393900000000001066,59.607703,16.551707,11,
4393900000000001066,59.644324,17.086745,12,
4393900000000001066,59.568758,17.532813,13,
4393900000000001066,59.361034,17.970936,14,
4393900000000001066,59.330139,18.058155,15,
4393900000000001106,59.506671,16.004217,1,
4393900000000001106,59.607703,16.551707,2,
4393900000000001106,59.644324,17.086745,3,
4393900000000001106,59.568758,17.532813,4,
4393900000000001106,59.361034,17.970936,5,
4393900000000001106,59.330139,18.058155,6,
4393900000000001243,57.708894,11.973478,1,
4393900000000001243,57.926861,12.532493,2,
4393900000000001243,58.031202,12.810288,3,
4393900000000001243,58.079186,13.021274,4,
4393900000000001243,58.176100,13.553793,5,
4393900000000001243,58.390896,13.853193,6,
4393900000000001243,58.706022,14.128391,7,
4393900000000001243,58.989392,14.616657,8,
4393900000000001243,59.067102,15.110379,9,
4393900000000001243,59.126374,15.140279,10,
4393900000000001243,59.269985,15.202329,11,
4393900000000001243,59.278941,15.211344,12,
4393900000000001243,59.397107,15.841060,13,
4393900000000001243,59.369486,16.505196,14,
4393900000000001243,59.330139,18.058155,15,
4393900000000001296,59.067102,15.110379,1,
4393900000000001296,59.126374,15.140279,2,
4393900000000001296,59.269985,15.202329,3,
4393900000000001296,59.278941,15.211344,4,
4393900000000001296,59.397107,15.841060,5,
4393900000000001296,59.369486,16.505196,6,
4393900000000001296,59.330139,18.058155,7,
4393900000000001412,57.926861,12.532493,1,
4393900000000001412,58.031202,12.810288,2,
4393900000000001412,58.079186,13.021274,3,
4393900000000001412,58.176100,13.553793,4,
4393900000000001412,58.390896,13.853193,5,
4393900000000001412,58.706022,14.128391,6,
4393900000000001412,58.989392,14.616657,7,
4393900000000001412,59.067102,15.110379,8,
4393900000000001412,59.126374,15.140279,9,
4393900000000001412,59.269985,15.202329,10,
4393900000000001412,59.278941,15.211344,11,
4393900000000001412,59.397107,15.841060,12,
4393900000000001412,59.506671,16.004217,13,
4393900000000001412,59.607703,16.551707,14,
4393900000000001412,59.644324,17.086745,15,
4393900000000001412,59.568758,17.532813,16,
4393900000000001412,59.361034,17.970936,17,
4393900000000001412,59.330139,18.058155,18,
4393900000000001498,57.708894,11.973478,1,
4393900000000001498,57.926861,12.532493,2,
4393900000000001498,58.031202,12.810288,3,
4393900000000001498,58.079186,13.021274,4,
4393900000000001498,58.176100,13.553793,5,
4393900000000001498,58.390896,13.853193,6,
4393900000000001498,58.706022,14.128391,7,
4393900000000001498,58.989392,14.616657,8,
4393900000000001498,59.067102,15.110379,9,
4393900000000001498,59.126374,15.140279,10,
4393900000000001498,59.269985,15.202329,11,
4393900000000001498,59.278941,15.211344,12,
4393900000000001498,59.397107,15.841060,13,
4393900000000001498,59.506671,16.004217,14,
4393900000000001498,59.607703,16.551707,15,
4393900000000001498,59.644324,17.086745,16,
4393900000000001498,59.568758,17.532813,17,
4393900000000001498,59.423414,17.832892,18,
4393900000000001528,59.067102,15.110379,1,
4393900000000001528,59.126374,15.140279,2,
4393900000000001528,59.269985,15.202329,3,
4393900000000001528,59.278941,15.211344,4,
4393900000000001528,59.397107,15.841060,5,
4393900000000001528,59.506671,16.004217,6,
4393900000000001528,59.607703,16.551707,7,
4393900000000001528,59.644324,17.086745,8,
4393900000000001528,59.568758,17.532813,9,
4393900000000001528,59.423414,17.832892,10,
4393900000000000008,59.330139,18.058155,1,
4393900000000000008,59.361034,17.970936,2,
4393900000000000008,59.568758,17.532813,3,
4393900000000000008,59.644324,17.086745,4,
4393900000000000008,59.607703,16.551707,5,
4393900000000000008,59.506671,16.004217,6,
4393900000000000008,59.397107,15.841060,7,
4393900000000000008,59.278941,15.211344,8,
4393900000000000008,59.269985,15.202329,9,
4393900000000000008,59.126374,15.140279,10,
4393900000000000008,59.067102,15.110379,11,
4393900000000000008,58.989392,14.616657,12,
4393900000000000008,58.706022,14.128391,13,
4393900000000000008,58.390896,13.853193,14,
4393900000000000008,58.176100,13.553793,15,
4393900000000000008,58.079186,13.021274,16,
4393900000000000008,58.031202,12.810288,17,
4393900000000000008,57.926861,12.532493,18,
4393900000000000008,57.708894,11.973478,19,
4393900000000000477,59.568758,17.532813,1,
4393900000000000477,59.644324,17.086745,2,
4393900000000000477,59.607703,16.551707,3,
4393900000000000477,59.506671,16.004217,4,
4393900000000000477,59.397107,15.841060,5,
4393900000000000477,59.278941,15.211344,6,
4393900000000000477,59.269985,15.202329,7,
4393900000000000477,59.126374,15.140279,8,
4393900000000000477,59.067102,15.110379,9,
4393900000000000477,58.989392,14.616657,10,
4393900000000000477,58.706022,14.128391,11,
4393900000000000477,58.390896,13.853193,12,
4393900000000000477,58.176100,13.553793,13,
4393900000000000477,58.079186,13.021274,14,
4393900000000000477,58.031202,12.810288,15,
4393900000000000477,57.926861,12.532493,16,
4393900000000000477,57.708894,11.973478,17,
4393900000000000793,59.397107,15.841060,1,
4393900000000000793,59.278941,15.211344,2,
4393900000000000793,59.269985,15.202329,3,
4393900000000000793,59.126374,15.140279,4,
4393900000000000793,59.067102,15.110379,5,
4393900000000000793,58.989392,14.616657,6,
4393900000000000930,59.330139,18.058155,1,
4393900000000000930,59.067102,15.110379,2,
4393900000000000930,58.989392,14.616657,3,
4393900000000000930,58.706022,14.128391,4,
4393900000000000930,58.390896,13.853193,5,
4393900000000000930,58.176100,13.553793,6,
4393900000000000930,58.079186,13.021274,7,
4393900000000000930,58.031202,12.810288,8,
4393900000000000930,57.926861,12.532493,9,
4393900000000000930,57.708894,11.973478,10,
4393900000000000965,59.397107,15.841060,1,
4393900000000000965,59.278941,15.211344,2,
4393900000000000965,59.269985,15.202329,3,
4393900000000000965,59.126374,15.140279,4,
4393900000000000965,59.067102,15.110379,5,
4393900000000000965,58.989392,14.616657,6,
4393900000000000965,58.706022,14.128391,7,
4393900000000000965,58.390896,13.853193,8,
4393900000000000965,58.176100,13.553793,9,
4393900000000000965,58.079186,13.021274,10,
4393900000000000965,58.031202,12.810288,11,
4393900000000000965,57.926861,12.532493,12,
4393900000000000965,57.708894,11.973478,13,
4393900000000001067,59.330139,18.058155,1,
4393900000000001067,59.361034,17.970936,2,
4393900000000001067,59.568758,17.532813,3,
4393900000000001067,59.644324,17.086745,4,
4393900000000001067,59.607703,16.551707,5,
4393900000000001067,59.369486,16.505196,6,
4393900000000001067,59.067102,15.110379,7,
4393900000000001067,58.989392,14.616657,8,
4393900000000001067,58.706022,14.128391,9,
4393900000000001067,58.390896,13.853193,10,
4393900000000001067,58.176100,13.553793,11,
4393900000000001067,58.079186,13.021274,12,
4393900000000001067,58.031202,12.810288,13,
4393900000000001067,57.926861,12.532493,14,
4393900000000001067,57.708894,11.973478,15,
4393900000000001107,59.330139,18.058155,1,
4393900000000001107,59.361034,17.970936,2,
4393900000000001107,59.568758,17.532813,3,
4393900000000001107,59.644324,17.086745,4,
4393900000000001107,59.607703,16.551707,5,
4393900000000001107,59.067102,15.110379,6,
4393900000000001107,58.989392,14.616657,7,
4393900000000001107,58.706022,14.128391,8,
4393900000000001107,58.390896,13.853193,9,
4393900000000001107,58.176100,13.553793,10,
4393900000000001107,58.079186,13.021274,11,
4393900000000001107,58.031202,12.810288,12,
4393900000000001107,57.926861,12.532493,13,
4393900000000001107,57.708894,11.973478,14,
4393900000000001228,59.330139,18.058155,1,
4393900000000001228,59.369486,16.505196,2,
4393900000000001228,59.397107,15.841060,3,
4393900000000001228,59.278941,15.211344,4,
4393900000000001228,59.269985,15.202329,5,
4393900000000001228,59.126374,15.140279,6,
4393900000000001228,59.067102,15.110379,7,
4393900000000001228,58.989392,14.616657,8,
4393900000000001228,58.706022,14.128391,9,
4393900000000001228,58.390896,13.853193,10,
4393900000000001228,58.176100,13.553793,11,
4393900000000001228,58.079186,13.021274,12,
4393900000000001228,58.031202,12.810288,13,
4393900000000001228,57.926861,12.532493,14,
4393900000000001228,57.708894,11.973478,15,
4393900000000001402,59.330139,18.058155,1,
4393900000000001402,59.361034,17.970936,2,
4393900000000001402,59.568758,17.532813,3,
4393900000000001402,59.644324,17.086745,4,
4393900000000001402,59.607703,16.551707,5,
4393900000000001402,59.506671,16.004217,6,
4393900000000001402,59.397107,15.841060,7,
4393900000000001402,59.278941,15.211344,8,
4393900000000001402,59.269985,15.202329,9,
4393900000000001402,59.126374,15.140279,10,
4393900000000001402,59.067102,15.110379,11,
4393900000000001402,58.989392,14.616657,12,
4393900000000001402,58.706022,14.128391,13,
4393900000000001402,58.390896,13.853193,14,
4393900000000001402,58.176100,13.553793,15,
4393900000000001402,58.079186,13.021274,16,
4393900000000001402,58.031202,12.810288,17,
4393900000000001402,57.926861,12.532493,18,
4393900000000001499,59.423414,17.832892,1,
4393900000000001499,59.568758,17.532813,2,
4393900000000001499,59.644324,17.086745,3,
4393900000000001499,59.607703,16.551707,4,
4393900000000001499,59.506671,16.004217,5,
4393900000000001499,59.397107,15.841060,6,
4393900000000001499,59.278941,15.211344,7,
4393900000000001499,59.269985,15.202329,8,
