route_id,agency_id,route_short_name,route_long_name,route_type,route_desc
9011074000100000,393900000000000074,521,,100,
9011074000200000,393900000000000074,10,,100,
9011074000300000,393900000000000074,11,,100,
9011074000400000,393900000000000074,160,,100,
9011074000500000,393900000000000074,162,,100,
9011074000600000,393900000000000074,163,,100,
9011074000700000,393900000000000074,164,,100,
9011074000800000,393900000000000074,165,,100,
9011074000900000,393900000000000074,166,,100,
9011074001000000,393900000000000074,167,,100,
9011074001100000,393900000000000074,168,,100,
9011074001200000,393900000000000074,169,,100,
9011074001300000,393900000000000074,17,,100,
9011074001400000,393900000000000074,170,,100,
9011074001500000,393900000000000074,171,,100,
9011074001600000,393900000000000074,172,,100,
9011074001700000,393900000000000074,173,,100,
9011074001800000,393900000000000074,174,,100,
9011074001900000,393900000000000074,175,,100,
9011074002000000,393900000000000074,176,,100,
9011074002100000,393900000000000074,177,,100,
9011074002200000,393900000000000074,178,,100,
9011074002300000,393900000000000074,179,,100,
9011074002400000,393900000000000074,18,,100,
9011074002500000,393900000000000074,180,,100,
9011074002600000,393900000000000074,181,,100,
9011074002700000,393900000000000074,182,,100,
9011074002800000,393900000000000074,183,,100,
9011074002900000,393900000000000074,184,,100,
9011074003000000,393900000000000074,185,,100,
9011074003100000,393900000000000074,186,,100,
9011074003200000,393900000000000074,187,,100,
9011074003300000,393900000000000074,188,,100,
9011074003400000,393900000000000074,189,,100,
9011074003500000,393900000000000074,190,,100,
9011074003600000,393900000000000074,191,,100,
9011074003700000,393900000000000074,192,,100,
9011074003800000,393900000000000074,193,,100,
9011074003900000,393900000000000074,195,,100,
9011074004000000,393900000000000074,196,,100,
9011074004100000,393900000000000074,21,,100,
9011074004200000,393900000000000074,22,,100,
9011074004300000,393900000000000074,25,,100,
9011074004400000,393900000000000074,257,,100,
9011074004500000,393900000000000074,26,,100,
9011074004600000,393900000000000074,262,,100,
9011074004700000,393900000000000074,265,,100,
9011074004800000,393900000000000074,266,,100,
9011074004900000,393900000000000074,269,,100,
9011074005000000,393900000000000074,270,,100,
9011074005100000,393900000000000074,273,,100,
9011074005200000,393900000000000074,274,,100,
9011074005300000,393900000000000074,277,,100,
9011074005400000,393900000000000074,278,,100,
9011074005500000,393900000000000074,281,,100,
9011074005600000,393900000000000074,282,,100,
9011074005700000,393900000000000074,283,,100,
9011074005800000,393900000000000074,285,,100,
9011074005900000,393900000000000074,286,,100,
9011074006000000,393900000000000074,287,,100,
9011074006100000,393900000000000074,290,,100,
9011074006200000,393900000000000074,331,,100,
9011074006300000,393900000000000074,332,,100,
9011074006400000,393900000000000074,336,,100,
9011074006500000,393900000000000074,339,,100,
9011074006600000,393900000000000074,355,,100,
9011074006700000,393900000000000074,356,,100,
9011074006800000,393900000000000074,363,,100,
9011074006900000,393900000000000074,364,,100,
9011074007000000,393900000000000074,367,,100,
9011074007100000,393900000000000074,368,,100,
9011074007200000,393900000000000074,371,,100,
9011074007300000,393900000000000074,372,,100,
9011074007400000,393900000000000074,375,,100,
9011074007500000,393900000000000074,376,,100,
9011074007600000,393900000000000074,379,,100,
9011074007700000,393900000000000074,410,,100,
9011074007800000,393900000000000074,42,,100,
9011074007900000,393900000000000074,425,,100,
9011074008000000,393900000000000074,426,,100,
9011074008100000,393900000000000074,427,,100,
9011074008200000,393900000000000074,428,,100,
9011074008300000,393900000000000074,429,,100,
9011074008400000,393900000000000074,430,,100,
9011074008500000,393900000000000074,431,,100,
9011074008600000,393900000000000074,432,,100,
9011074008700000,393900000000000074,433,,100,
9011074008800000,393900000000000074,434,,100,
9011074008900000,393900000000000074,435,,100,
9011074009000000,393900000000000074,436,,100,
9011074009100000,393900000000000074,437,,100,
9011074009200000,393900000000000074,438,,100,
9011074009300000,393900000000000074,439,,100,
9011074009400000,393900000000000074,440,,100,
9011074009500000,393900000000000074,441,,100,
9011074009600000,393900000000000074,442,,100,
9011074009700000,393900000000000074,443,,100,
9011074009800000,393900000000000074,444,,100,
9011074009900000,393900000000000074,445,,100,
9011074010000000,393900000000000074,446,,100,
9011074010100000,393900000000000074,447,,100,
9011074010200000,393900000000000074,448,,100,
9011074010300000,393900000000000074,449,,100,
9011074010400000,393900000000000074,45,,100,
9011074010500000,393900000000000074,450,,100,
9011074010600000,393900000000000074,451,,100,
9011074010700000,393900000000000074,452,,100,
9011074010800000,393900000000000074,453,,100,
9011074010900000,393900000000000074,467,,100,
9011074011000000,393900000000000074,47,,100,
9011074011100000,393900000000000074,487,,100,
9011074011200000,393900000000000074,488,,100,
9011074011300000,393900000000000074,490,,100,
9011074011400000,393900000000000074,492,,100,
9011074011500000,393900000000000074,493,,100,
9011074011600000,393900000000000074,494,,100,
9011074011700000,393900000000000074,495,,100,
9011074011800000,393900000000000074,502,,100,
9011074011900000,393900000000000074,506,,100,
9011074012000000,393900000000000074,511,,100,
9011074012100000,393900000000000074,525,,100,
9011074012200000,393900000000000074,527,,100,
9011074012300000,393900000000000074,528,,100,
9011074012400000,393900000000000074,530,,100,
9011074012500000,393900000000000074,533,,100,
9011074012600000,393900000000000074,534,,100,
9011074012700000,393900000000000074,535,,100,
9011074012800000,393900000000000074,539,,100,
9011074012900000,393900000000000074,54,,100,
9011074013000000,393900000000000074,542,,100,
9011074013100000,393900000000000074,544,,100,
9011074013200000,393900000000000074,551,,100,
9011074013300000,393900000000000074,564,,100,
9011074013400000,393900000000000074,566,,100,
9011074013500000,393900000000000074,567,,100,
9011074013600000,393900000000000074,570,,100,
9011074013700000,393900000000000074,571,,100,
9011074013800000,393900000000000074,572,,100,
9011074013900000,393900000000000074,573,,100,
9011074014000000,393900000000000074,575,,100,
9011074014100000,393900000000000074,576,,100,
9011074014200000,393900000000000074,577,,100,
9011074014300000,393900000000000074,578,,100,
9011074014400000,393900000000000074,579,,100,
9011074014500000,393900000000000074,580,,100,
9011074014600000,393900000000000074,582,,100,
9011074014700000,393900000000000074,583,,100,
9011074014800000,393900000000000074,584,,100,
9011074014900000,393900000000000074,585,,100,
9011074015000000,393900000000000074,588,,100,
9011074015100000,393900000000000074,589,,100,
9011074015200000,393900000000000074,595,,100,
9011074015300000,393900000000000074,598,,100,
9011074015400000,393900000000000074,599,,100,
